vol;deb;fin;frequence
AF1717;16/03/2024;30/03/2024;6
AF1717;17/03/2024;17/03/2024;7
AF1717;18/03/2024;25/03/2024;1
AF1717;20/03/2024;29/03/2024;35
AF1717;21/03/2024;28/03/2024;4
AF1717;24/03/2024;24/03/2024;7
AF1717;27/10/2024;27/10/2024;7
AF1717;28/10/2024;24/03/2025;1
AF1717;29/10/2024;29/03/2025;26
AF1717;30/10/2024;28/03/2025;345
AF1718;06/07/2024;31/08/2024;6
AF1718;07/07/2024;01/09/2024;7
AF1718;08/07/2024;18/07/2024;14
AF1718;09/07/2024;27/08/2024;2
AF1718;10/07/2024;24/07/2024;35
AF1718;22/07/2024;26/07/2024;145
AF1718;29/07/2024;29/08/2024;14
AF1718;31/07/2024;30/08/2024;35
AF1719;06/07/2024;31/08/2024;6
AF1719;07/07/2024;01/09/2024;7
AF1719;08/07/2024;18/07/2024;14
AF1719;09/07/2024;27/08/2024;2
AF1719;10/07/2024;24/07/2024;35
AF1719;22/07/2024;26/07/2024;145
AF1719;29/07/2024;29/08/2024;14
AF1719;31/07/2024;30/08/2024;35
AF1720;06/07/2024;31/08/2024;6
AF1720;07/07/2024;01/09/2024;7
AF1720;11/07/2024;29/08/2024;4
AF1721;06/07/2024;31/08/2024;6
AF1721;07/07/2024;01/09/2024;7
AF1721;11/07/2024;29/08/2024;4
AF1722;31/03/2024;31/03/2024;7
AF1722;05/04/2024;05/04/2024;5
AF1722;07/04/2024;07/04/2024;7
AF1722;12/04/2024;12/04/2024;5
AF1722;14/04/2024;28/04/2024;7
AF1722;19/04/2024;26/04/2024;5
AF1722;30/04/2024;30/04/2024;2
AF1722;03/05/2024;03/05/2024;5
AF1722;05/05/2024;07/05/2024;27
AF1722;10/05/2024;10/05/2024;5
AF1722;12/05/2024;12/05/2024;7
AF1722;14/05/2024;02/07/2024;27
AF1722;17/05/2024;05/07/2024;5
AF1722;03/09/2024;22/10/2024;27
AF1722;06/09/2024;25/10/2024;5
AF1723;31/03/2024;31/03/2024;7
AF1723;05/04/2024;05/04/2024;5
AF1723;07/04/2024;07/04/2024;7
AF1723;12/04/2024;12/04/2024;5
AF1723;14/04/2024;28/04/2024;7
AF1723;19/04/2024;26/04/2024;5
AF1723;30/04/2024;30/04/2024;2
AF1723;03/05/2024;03/05/2024;5
AF1723;05/05/2024;07/05/2024;27
AF1723;10/05/2024;10/05/2024;5
AF1723;12/05/2024;12/05/2024;7
AF1723;14/05/2024;02/07/2024;27
AF1723;17/05/2024;05/07/2024;5
AF1723;03/09/2024;22/10/2024;27
AF1723;06/09/2024;25/10/2024;5
AF1726;17/01/2024;11/02/2024;1234567
AF1726;13/02/2024;30/03/2024;1234567
AF1726;31/03/2024;31/03/2024;7
AF1726;01/04/2024;01/04/2024;1
AF1726;02/04/2024;05/04/2024;2345
AF1726;06/04/2024;06/04/2024;6
AF1726;07/04/2024;08/04/2024;17
AF1726;09/04/2024;23/04/2024;2345
AF1726;13/04/2024;27/04/2024;6
AF1726;14/04/2024;14/04/2024;7
AF1726;15/04/2024;22/04/2024;1
AF1726;21/04/2024;21/04/2024;7
AF1726;24/04/2024;24/04/2024;3
AF1726;25/04/2024;03/05/2024;245
AF1726;09/05/2024;05/07/2024;2345
AF1726;28/04/2024;28/04/2024;7
AF1726;29/04/2024;06/05/2024;1
AF1726;13/05/2024;06/07/2024;167
AF1726;01/05/2024;07/05/2024;23
AF1726;04/05/2024;04/05/2024;6
AF1726;05/05/2024;05/05/2024;7
AF1726;08/05/2024;08/05/2024;3
AF1726;11/05/2024;12/05/2024;67
AF1726;07/07/2024;01/09/2024;7
AF1726;08/07/2024;30/08/2024;135
AF1726;09/07/2024;31/08/2024;246
AF1726;02/09/2024;26/10/2024;167
AF1726;03/09/2024;25/10/2024;2345
AF1726;27/10/2024;29/03/2025;1234567
AF1727;16/01/2024;11/02/2024;1234567
AF1727;13/02/2024;30/03/2024;1234567
AF1727;31/03/2024;31/03/2024;7
AF1727;01/04/2024;01/04/2024;1
AF1727;02/04/2024;05/04/2024;2345
AF1727;06/04/2024;06/04/2024;6
AF1727;07/04/2024;08/04/2024;17
AF1727;09/04/2024;23/04/2024;2345
AF1727;13/04/2024;27/04/2024;6
AF1727;14/04/2024;14/04/2024;7
AF1727;15/04/2024;22/04/2024;1
AF1727;21/04/2024;21/04/2024;7
AF1727;24/04/2024;24/04/2024;3
AF1727;25/04/2024;03/05/2024;245
AF1727;09/05/2024;05/07/2024;2345
AF1727;28/04/2024;28/04/2024;7
AF1727;29/04/2024;06/05/2024;1
AF1727;13/05/2024;06/07/2024;167
AF1727;01/05/2024;07/05/2024;23
AF1727;04/05/2024;04/05/2024;6
AF1727;05/05/2024;05/05/2024;7
AF1727;08/05/2024;08/05/2024;3
AF1727;11/05/2024;12/05/2024;67
AF1727;07/07/2024;01/09/2024;7
AF1727;08/07/2024;30/08/2024;135
AF1727;09/07/2024;31/08/2024;246
AF1727;02/09/2024;26/10/2024;167
AF1727;03/09/2024;25/10/2024;2345
AF1727;27/10/2024;29/03/2025;1234567
AF1728;16/01/2024;28/03/2024;24
AF1728;24/01/2024;07/02/2024;3
AF1728;04/02/2024;11/02/2024;7
AF1728;10/02/2024;10/02/2024;6
AF1728;14/02/2024;24/02/2024;36
AF1728;02/03/2024;30/03/2024;36
AF1728;18/02/2024;25/02/2024;7
AF1728;03/03/2024;03/03/2024;7
AF1728;10/03/2024;10/03/2024;7
AF1728;17/03/2024;17/03/2024;7
AF1728;24/03/2024;24/03/2024;7
AF1728;31/03/2024;07/04/2024;7
AF1728;01/04/2024;01/04/2024;1
AF1728;02/04/2024;02/04/2024;2
AF1728;03/04/2024;03/04/2024;3
AF1728;04/04/2024;04/04/2024;4
AF1728;05/04/2024;05/04/2024;5
AF1728;06/04/2024;06/04/2024;6
AF1728;08/04/2024;08/04/2024;1
AF1728;09/04/2024;16/04/2024;26
AF1728;23/04/2024;23/04/2024;2
AF1728;11/04/2024;11/04/2024;4
AF1728;12/04/2024;12/04/2024;5
AF1728;14/04/2024;14/04/2024;7
AF1728;15/04/2024;22/04/2024;1
AF1728;18/04/2024;18/04/2024;4
AF1728;19/04/2024;26/04/2024;5
AF1728;20/04/2024;27/04/2024;6
AF1728;21/04/2024;21/04/2024;7
AF1728;25/04/2024;25/04/2024;4
AF1728;28/04/2024;28/04/2024;7
AF1728;29/04/2024;29/04/2024;1
AF1728;30/04/2024;30/04/2024;2
AF1728;01/05/2024;01/05/2024;3
AF1728;02/05/2024;02/05/2024;4
AF1728;03/05/2024;03/05/2024;5
AF1728;17/05/2024;05/07/2024;5
AF1728;04/05/2024;04/05/2024;6
AF1728;05/05/2024;05/05/2024;7
AF1728;06/05/2024;06/05/2024;1
AF1728;07/05/2024;07/05/2024;2
AF1728;08/05/2024;08/05/2024;3
AF1728;09/05/2024;09/05/2024;4
AF1728;10/05/2024;10/05/2024;5
AF1728;11/05/2024;29/06/2024;6
AF1728;12/05/2024;12/05/2024;7
AF1728;13/05/2024;20/05/2024;1
AF1728;14/05/2024;02/07/2024;2
AF1728;15/05/2024;15/05/2024;3
AF1728;16/05/2024;16/05/2024;4
AF1728;19/05/2024;19/05/2024;7
AF1728;22/05/2024;01/07/2024;13
AF1728;23/05/2024;04/07/2024;4
AF1728;26/05/2024;30/06/2024;7
AF1728;03/07/2024;03/07/2024;3
AF1728;06/07/2024;31/08/2024;6
AF1728;07/07/2024;07/07/2024;7
AF1728;08/07/2024;28/08/2024;13
AF1728;09/07/2024;30/08/2024;25
AF1728;11/07/2024;29/08/2024;4
AF1728;14/07/2024;01/09/2024;7
AF1728;02/09/2024;21/10/2024;1
AF1728;03/09/2024;22/10/2024;2
AF1728;04/09/2024;02/10/2024;3
AF1728;05/09/2024;03/10/2024;4
AF1728;06/09/2024;04/10/2024;5
AF1728;07/09/2024;26/10/2024;6
AF1728;08/09/2024;06/10/2024;7
AF1728;09/10/2024;23/10/2024;3
AF1728;10/10/2024;24/10/2024;4
AF1728;11/10/2024;18/10/2024;5
AF1728;13/10/2024;20/10/2024;7
AF1728;25/10/2024;25/10/2024;5
AF1728;27/10/2024;27/10/2024;7
AF1728;28/10/2024;29/03/2025;12356
AF1728;31/10/2024;27/03/2025;4
AF1729;16/01/2024;28/03/2024;24
AF1729;24/01/2024;07/02/2024;3
AF1729;04/02/2024;11/02/2024;7
AF1729;10/02/2024;10/02/2024;6
AF1729;14/02/2024;24/02/2024;36
AF1729;02/03/2024;30/03/2024;36
AF1729;18/02/2024;25/02/2024;7
AF1729;03/03/2024;03/03/2024;7
AF1729;10/03/2024;10/03/2024;7
AF1729;17/03/2024;17/03/2024;7
AF1729;24/03/2024;24/03/2024;7
AF1729;31/03/2024;07/04/2024;7
AF1729;01/04/2024;01/04/2024;1
AF1729;02/04/2024;05/04/2024;235
AF1729;04/04/2024;04/04/2024;4
AF1729;06/04/2024;08/04/2024;16
AF1729;09/04/2024;16/04/2024;246
AF1729;18/04/2024;23/04/2024;245
AF1729;26/04/2024;26/04/2024;5
AF1729;12/04/2024;12/04/2024;5
AF1729;14/04/2024;14/04/2024;7
AF1729;15/04/2024;22/04/2024;1
AF1729;20/04/2024;27/04/2024;46
AF1729;21/04/2024;21/04/2024;7
AF1729;28/04/2024;28/04/2024;7
AF1729;16/05/2024;04/07/2024;47
AF1729;29/04/2024;29/04/2024;1
AF1729;30/04/2024;30/04/2024;2
AF1729;01/05/2024;01/05/2024;3
AF1729;11/05/2024;03/07/2024;136
AF1729;02/05/2024;02/05/2024;4
AF1729;03/05/2024;03/05/2024;5
AF1729;17/05/2024;05/07/2024;5
AF1729;04/05/2024;04/05/2024;6
AF1729;05/05/2024;12/05/2024;47
AF1729;06/05/2024;08/05/2024;13
AF1729;07/05/2024;07/05/2024;2
AF1729;10/05/2024;10/05/2024;5
AF1729;14/05/2024;02/07/2024;2
AF1729;06/07/2024;01/09/2024;1234567
AF1729;02/09/2024;26/10/2024;136
AF1729;03/09/2024;22/10/2024;2
AF1729;05/09/2024;24/10/2024;47
AF1729;06/09/2024;25/10/2024;5
AF1729;27/10/2024;29/03/2025;1234567
AF1730;18/01/2024;08/02/2024;4
AF1730;19/01/2024;09/02/2024;5
AF1730;16/01/2024;18/02/2024;267
AF1730;17/01/2024;14/02/2024;13
AF1730;21/02/2024;21/02/2024;3
AF1730;15/02/2024;22/02/2024;4
AF1730;16/02/2024;16/02/2024;5
AF1730;19/02/2024;19/02/2024;1
AF1730;20/02/2024;27/02/2024;2
AF1730;23/02/2024;23/02/2024;5
AF1730;24/02/2024;24/02/2024;6
AF1730;25/02/2024;25/02/2024;7
AF1730;26/02/2024;26/02/2024;1
AF1730;28/02/2024;28/02/2024;3
AF1730;29/02/2024;29/02/2024;4
AF1730;01/03/2024;01/03/2024;5
AF1730;02/03/2024;02/03/2024;6
AF1730;03/03/2024;10/03/2024;567
AF1730;15/03/2024;29/03/2024;5
AF1730;04/03/2024;04/03/2024;1
AF1730;05/03/2024;05/03/2024;2
AF1730;06/03/2024;27/03/2024;3
AF1730;07/03/2024;07/03/2024;4
AF1730;11/03/2024;11/03/2024;1
AF1730;12/03/2024;26/03/2024;2
AF1730;14/03/2024;14/03/2024;4
AF1730;16/03/2024;16/03/2024;6
AF1730;17/03/2024;17/03/2024;7
AF1730;18/03/2024;25/03/2024;1
AF1730;21/03/2024;21/03/2024;4
AF1730;23/03/2024;23/03/2024;6
AF1730;24/03/2024;24/03/2024;7
AF1730;28/03/2024;28/03/2024;4
AF1730;30/03/2024;30/03/2024;6
AF1730;31/03/2024;07/04/2024;67
AF1730;14/04/2024;27/04/2024;67
AF1730;01/04/2024;01/04/2024;1
AF1730;02/04/2024;02/04/2024;2
AF1730;03/04/2024;26/04/2024;35
AF1730;04/04/2024;04/04/2024;4
AF1730;08/04/2024;08/04/2024;1
AF1730;09/04/2024;23/04/2024;2
AF1730;11/04/2024;11/04/2024;4
AF1730;13/04/2024;13/04/2024;6
AF1730;15/04/2024;15/04/2024;1
AF1730;13/05/2024;01/07/2024;1
AF1730;18/04/2024;18/04/2024;4
AF1730;22/04/2024;22/04/2024;1
AF1730;25/04/2024;25/04/2024;4
AF1730;28/04/2024;28/04/2024;7
AF1730;04/05/2024;05/07/2024;3567
AF1730;29/04/2024;29/04/2024;1
AF1730;30/04/2024;30/04/2024;2
AF1730;01/05/2024;01/05/2024;3
AF1730;02/05/2024;02/05/2024;4
AF1730;03/05/2024;03/05/2024;5
AF1730;06/05/2024;06/05/2024;1
AF1730;07/05/2024;07/05/2024;2
AF1730;09/05/2024;09/05/2024;4
AF1730;14/05/2024;04/07/2024;24
AF1730;07/07/2024;01/09/2024;123457
AF1730;02/09/2024;21/10/2024;1
AF1730;03/09/2024;24/10/2024;24
AF1730;04/09/2024;06/10/2024;3567
AF1730;09/10/2024;18/10/2024;35
AF1730;12/10/2024;13/10/2024;67
AF1730;19/10/2024;26/10/2024;567
AF1730;27/10/2024;01/11/2024;13457
AF1730;29/10/2024;29/10/2024;2
AF1731;18/01/2024;09/02/2024;45
AF1731;16/01/2024;18/02/2024;12367
AF1731;15/02/2024;22/02/2024;4
AF1731;16/02/2024;16/02/2024;5
AF1731;19/02/2024;19/02/2024;1
AF1731;20/02/2024;27/02/2024;2
AF1731;21/02/2024;24/02/2024;36
AF1731;23/02/2024;23/02/2024;5
AF1731;25/02/2024;25/02/2024;7
AF1731;26/02/2024;26/02/2024;1
AF1731;28/02/2024;28/02/2024;3
AF1731;29/02/2024;29/02/2024;4
AF1731;01/03/2024;01/03/2024;5
AF1731;02/03/2024;02/03/2024;6
AF1731;03/03/2024;03/03/2024;7
AF1731;04/03/2024;04/03/2024;1
AF1731;05/03/2024;11/03/2024;126
AF1731;06/03/2024;10/03/2024;37
AF1731;07/03/2024;07/03/2024;4
AF1731;08/03/2024;08/03/2024;5
AF1731;12/03/2024;26/03/2024;2
AF1731;13/03/2024;13/03/2024;3
AF1731;20/03/2024;27/03/2024;36
AF1731;14/03/2024;14/03/2024;4
AF1731;15/03/2024;29/03/2024;5
AF1731;16/03/2024;18/03/2024;16
AF1731;17/03/2024;17/03/2024;7
AF1731;21/03/2024;21/03/2024;4
AF1731;24/03/2024;24/03/2024;7
AF1731;25/03/2024;30/03/2024;16
AF1731;28/03/2024;28/03/2024;4
AF1731;31/03/2024;12/04/2024;3567
AF1731;14/04/2024;28/04/2024;3567
AF1731;04/05/2024;05/07/2024;3567
AF1731;01/04/2024;01/04/2024;1
AF1731;02/04/2024;02/04/2024;2
AF1731;04/04/2024;04/04/2024;4
AF1731;08/04/2024;08/04/2024;1
AF1731;09/04/2024;09/04/2024;2
AF1731;11/04/2024;11/04/2024;4
AF1731;13/04/2024;13/04/2024;6
AF1731;15/04/2024;15/04/2024;1
AF1731;13/05/2024;01/07/2024;1
AF1731;16/04/2024;16/04/2024;2
AF1731;18/04/2024;18/04/2024;4
AF1731;22/04/2024;22/04/2024;1
AF1731;23/04/2024;23/04/2024;2
AF1731;25/04/2024;25/04/2024;4
AF1731;29/04/2024;29/04/2024;1
AF1731;30/04/2024;30/04/2024;2
AF1731;01/05/2024;01/05/2024;3
AF1731;02/05/2024;02/05/2024;4
AF1731;03/05/2024;03/05/2024;5
AF1731;06/05/2024;06/05/2024;1
AF1731;07/05/2024;07/05/2024;2
AF1731;09/05/2024;09/05/2024;4
AF1731;14/05/2024;04/07/2024;24
AF1731;07/07/2024;01/09/2024;123457
AF1731;02/09/2024;21/10/2024;1
AF1731;03/09/2024;24/10/2024;24
AF1731;04/09/2024;26/10/2024;3567
AF1731;27/10/2024;29/03/2025;1234567
AF1732;16/01/2024;30/03/2024;1234567
AF1732;31/03/2024;23/04/2024;267
AF1732;01/04/2024;26/04/2024;1345
AF1732;27/04/2024;27/04/2024;6
AF1732;28/04/2024;28/04/2024;7
AF1732;29/04/2024;11/05/2024;1256
AF1732;01/05/2024;09/05/2024;347
AF1732;12/05/2024;12/05/2024;7
AF1732;13/05/2024;18/05/2024;126
AF1732;15/05/2024;19/05/2024;3457
AF1732;20/05/2024;06/10/2024;1234567
AF1732;07/10/2024;15/10/2024;126
AF1732;09/10/2024;23/10/2024;3
AF1732;10/10/2024;24/10/2024;47
AF1732;11/10/2024;18/10/2024;5
AF1732;19/10/2024;26/10/2024;1256
AF1732;27/10/2024;01/11/2024;13457
AF1732;29/10/2024;29/10/2024;2
AF1733;16/01/2024;30/03/2024;1234567
AF1733;31/03/2024;21/04/2024;7
AF1733;01/04/2024;26/04/2024;1345
AF1733;02/04/2024;23/04/2024;26
AF1733;27/04/2024;27/04/2024;6
AF1733;28/04/2024;09/05/2024;347
AF1733;29/04/2024;11/05/2024;1256
AF1733;12/05/2024;12/05/2024;7
AF1733;13/05/2024;18/05/2024;126
AF1733;15/05/2024;19/05/2024;3457
AF1733;20/05/2024;06/10/2024;1234567
AF1733;07/10/2024;15/10/2024;126
AF1733;09/10/2024;23/10/2024;3
AF1733;10/10/2024;24/10/2024;47
AF1733;11/10/2024;18/10/2024;5
AF1733;19/10/2024;26/10/2024;1256
AF1733;27/10/2024;27/10/2024;7
AF1733;28/10/2024;28/03/2025;1345
AF1733;29/10/2024;29/03/2025;267
AF1734;30/01/2024;07/02/2024;2347
AF1734;09/02/2024;16/02/2024;12345
AF1734;19/02/2024;25/02/2024;12457
AF1734;27/02/2024;05/03/2024;1245
AF1734;08/03/2024;13/03/2024;1235
AF1734;15/03/2024;23/03/2024;1456
AF1734;25/03/2024;29/03/2024;12345
AF1734;20/01/2024;10/02/2024;6
AF1734;11/02/2024;11/02/2024;7
AF1734;17/02/2024;02/03/2024;36
AF1734;18/02/2024;18/02/2024;7
AF1734;26/02/2024;26/02/2024;1
AF1734;03/03/2024;03/03/2024;7
AF1734;06/03/2024;10/03/2024;3467
AF1734;14/03/2024;14/03/2024;4
AF1734;17/03/2024;24/03/2024;237
AF1734;30/03/2024;30/03/2024;6
AF1734;31/03/2024;31/03/2024;7
AF1734;01/04/2024;06/04/2024;16
AF1734;02/04/2024;05/04/2024;25
AF1734;03/04/2024;04/04/2024;34
AF1734;07/04/2024;07/04/2024;7
AF1734;09/04/2024;16/04/2024;2
AF1734;10/04/2024;15/04/2024;134567
AF1734;17/04/2024;21/04/2024;34567
AF1734;22/04/2024;22/04/2024;1
AF1734;23/04/2024;27/04/2024;23456
AF1734;28/04/2024;28/04/2024;7
AF1734;29/04/2024;04/05/2024;12456
AF1734;10/05/2024;05/07/2024;1234567
AF1734;01/05/2024;01/05/2024;3
AF1734;05/05/2024;09/05/2024;147
AF1734;07/05/2024;07/05/2024;2
AF1734;08/05/2024;08/05/2024;3
AF1734;08/07/2024;30/08/2024;1245
AF1734;02/09/2024;26/10/2024;1234567
AF1734;27/10/2024;29/03/2025;1234567
AF1735;30/01/2024;07/02/2024;237
AF1735;09/02/2024;16/02/2024;12345
AF1735;19/02/2024;25/02/2024;12457
AF1735;27/02/2024;05/03/2024;1245
AF1735;08/03/2024;13/03/2024;1235
AF1735;15/03/2024;23/03/2024;1456
AF1735;25/03/2024;29/03/2024;12345
AF1735;27/01/2024;10/02/2024;6
AF1735;11/02/2024;11/02/2024;7
AF1735;17/02/2024;02/03/2024;36
AF1735;18/02/2024;18/02/2024;7
AF1735;26/02/2024;26/02/2024;1
AF1735;03/03/2024;03/03/2024;7
AF1735;06/03/2024;10/03/2024;3467
AF1735;14/03/2024;14/03/2024;4
AF1735;17/03/2024;24/03/2024;237
AF1735;30/03/2024;30/03/2024;6
AF1735;31/03/2024;31/03/2024;7
AF1735;01/04/2024;06/04/2024;16
AF1735;02/04/2024;05/04/2024;25
AF1735;03/04/2024;04/04/2024;34
AF1735;07/04/2024;07/04/2024;7
AF1735;09/04/2024;16/04/2024;2
AF1735;10/04/2024;15/04/2024;134567
AF1735;17/04/2024;21/04/2024;34567
AF1735;22/04/2024;22/04/2024;1
AF1735;23/04/2024;27/04/2024;23456
AF1735;28/04/2024;28/04/2024;7
AF1735;29/04/2024;04/05/2024;12456
AF1735;10/05/2024;05/07/2024;1234567
AF1735;01/05/2024;01/05/2024;3
AF1735;05/05/2024;06/05/2024;17
AF1735;07/05/2024;07/05/2024;2
AF1735;08/05/2024;08/05/2024;3
AF1735;09/05/2024;09/05/2024;4
AF1735;08/07/2024;30/08/2024;1245
AF1735;02/09/2024;26/10/2024;1234567
AF1735;27/10/2024;29/03/2025;1234567
AF1738;17/01/2024;16/02/2024;35
AF1738;22/01/2024;12/02/2024;1
AF1738;18/01/2024;13/02/2024;2467
AF1738;15/02/2024;15/02/2024;4
AF1738;17/02/2024;02/03/2024;267
AF1738;19/02/2024;26/02/2024;1
AF1738;21/02/2024;23/02/2024;35
AF1738;22/02/2024;22/02/2024;4
AF1738;28/02/2024;28/02/2024;3
AF1738;29/02/2024;29/02/2024;4
AF1738;01/03/2024;01/03/2024;5
AF1738;03/03/2024;03/03/2024;7
AF1738;04/03/2024;04/03/2024;1
AF1738;05/03/2024;10/03/2024;2467
AF1738;06/03/2024;08/03/2024;35
AF1738;11/03/2024;18/03/2024;1
AF1738;12/03/2024;12/03/2024;2
AF1738;13/03/2024;15/03/2024;35
AF1738;14/03/2024;14/03/2024;4
AF1738;16/03/2024;19/03/2024;267
AF1738;20/03/2024;20/03/2024;3
AF1738;21/03/2024;21/03/2024;4
AF1738;22/03/2024;22/03/2024;5
AF1738;23/03/2024;30/03/2024;267
AF1738;25/03/2024;25/03/2024;1
AF1738;27/03/2024;27/03/2024;3
AF1738;28/03/2024;28/03/2024;4
AF1738;29/03/2024;29/03/2024;5
AF1738;31/03/2024;31/03/2024;7
AF1738;01/04/2024;01/04/2024;1
AF1738;02/04/2024;07/04/2024;27
AF1738;03/04/2024;03/04/2024;3
AF1738;04/04/2024;04/04/2024;4
AF1738;05/04/2024;05/04/2024;5
AF1738;08/04/2024;25/04/2024;145
AF1738;09/04/2024;23/04/2024;27
AF1738;10/04/2024;03/07/2024;3
AF1738;26/04/2024;05/07/2024;12457
AF1738;04/05/2024;29/06/2024;6
AF1738;06/07/2024;31/08/2024;16
AF1738;07/07/2024;01/09/2024;2457
AF1738;10/07/2024;28/08/2024;3
AF1738;02/09/2024;10/10/2024;12457
AF1738;04/09/2024;02/10/2024;3
AF1738;07/09/2024;26/10/2024;6
AF1738;09/10/2024;23/10/2024;3
AF1738;11/10/2024;18/10/2024;5
AF1738;13/10/2024;17/10/2024;1247
AF1738;20/10/2024;25/10/2024;12457
AF1738;27/10/2024;01/11/2024;1457
AF1738;29/10/2024;29/10/2024;2
AF1738;30/10/2024;26/03/2025;3
AF1739;17/01/2024;16/02/2024;35
AF1739;18/01/2024;13/02/2024;12467
AF1739;15/02/2024;02/03/2024;12467
AF1739;21/02/2024;23/02/2024;35
AF1739;28/02/2024;28/02/2024;3
AF1739;01/03/2024;01/03/2024;5
AF1739;03/03/2024;03/03/2024;7
AF1739;04/03/2024;10/03/2024;12467
AF1739;06/03/2024;08/03/2024;35
AF1739;11/03/2024;28/03/2024;12467
AF1739;13/03/2024;29/03/2024;35
AF1739;30/03/2024;30/03/2024;6
AF1739;31/03/2024;31/03/2024;7
AF1739;01/04/2024;01/04/2024;1
AF1739;02/04/2024;07/04/2024;2347
AF1739;05/04/2024;05/04/2024;5
AF1739;08/04/2024;05/07/2024;123457
AF1739;04/05/2024;29/06/2024;6
AF1739;06/07/2024;31/08/2024;16
AF1739;07/07/2024;01/09/2024;23457
AF1739;02/09/2024;25/10/2024;123457
AF1739;07/09/2024;26/10/2024;6
AF1739;27/10/2024;29/03/2025;1234567
AF1740;10/02/2024;10/02/2024;6
AF1740;26/01/2024;09/02/2024;5
AF1740;31/01/2024;07/02/2024;3
AF1740;14/02/2024;18/02/2024;347
AF1740;06/02/2024;06/02/2024;2
AF1740;08/02/2024;08/02/2024;4
AF1740;11/02/2024;11/02/2024;7
AF1740;12/02/2024;12/02/2024;1
AF1740;13/02/2024;13/02/2024;2
AF1740;16/02/2024;16/02/2024;5
AF1740;17/02/2024;17/02/2024;6
AF1740;19/02/2024;19/02/2024;1
AF1740;20/02/2024;27/02/2024;2
AF1740;22/02/2024;22/02/2024;4
AF1740;23/02/2024;23/02/2024;5
AF1740;24/02/2024;24/02/2024;6
AF1740;25/02/2024;25/02/2024;7
AF1740;26/02/2024;26/02/2024;1
AF1740;28/02/2024;28/02/2024;3
AF1740;29/02/2024;29/02/2024;4
AF1740;01/03/2024;01/03/2024;5
AF1740;02/03/2024;02/03/2024;6
AF1740;03/03/2024;03/03/2024;7
AF1740;04/03/2024;04/03/2024;1
AF1740;05/03/2024;12/03/2024;2
AF1740;26/03/2024;26/03/2024;2
AF1740;06/03/2024;13/03/2024;3
AF1740;07/03/2024;11/03/2024;145
AF1740;09/03/2024;09/03/2024;6
AF1740;10/03/2024;10/03/2024;7
AF1740;14/03/2024;14/03/2024;4
AF1740;15/03/2024;15/03/2024;5
AF1740;16/03/2024;16/03/2024;6
AF1740;17/03/2024;17/03/2024;7
AF1740;18/03/2024;18/03/2024;1
AF1740;19/03/2024;19/03/2024;2
AF1740;20/03/2024;20/03/2024;3
AF1740;21/03/2024;21/03/2024;4
AF1740;22/03/2024;22/03/2024;5
AF1740;23/03/2024;23/03/2024;6
AF1740;24/03/2024;24/03/2024;7
AF1740;25/03/2024;27/03/2024;13
AF1740;28/03/2024;28/03/2024;4
AF1740;29/03/2024;29/03/2024;5
AF1740;30/03/2024;30/03/2024;6
AF1740;31/03/2024;01/04/2024;17
AF1740;02/04/2024;02/04/2024;2
AF1740;03/04/2024;03/04/2024;3
AF1740;04/04/2024;06/04/2024;46
AF1740;05/04/2024;05/04/2024;5
AF1740;07/04/2024;07/04/2024;7
AF1740;08/04/2024;08/04/2024;1
AF1740;09/04/2024;09/04/2024;2
AF1740;10/04/2024;10/04/2024;3
AF1740;11/04/2024;13/04/2024;46
AF1740;12/04/2024;26/04/2024;257
AF1740;15/04/2024;15/04/2024;1
AF1740;17/04/2024;17/04/2024;3
AF1740;18/04/2024;20/04/2024;46
AF1740;22/04/2024;22/04/2024;1
AF1740;24/04/2024;24/04/2024;3
AF1740;25/04/2024;25/04/2024;4
AF1740;27/04/2024;27/04/2024;6
AF1740;15/05/2024;04/07/2024;346
AF1740;28/04/2024;28/04/2024;7
AF1740;29/04/2024;05/05/2024;17
AF1740;30/04/2024;30/04/2024;2
AF1740;10/05/2024;10/05/2024;5
AF1740;13/05/2024;02/07/2024;1257
AF1740;01/05/2024;01/05/2024;3
AF1740;02/05/2024;02/05/2024;4
AF1740;03/05/2024;03/05/2024;5
AF1740;04/05/2024;04/05/2024;6
AF1740;06/05/2024;12/05/2024;127
AF1740;08/05/2024;11/05/2024;346
AF1740;05/07/2024;05/07/2024;5
AF1740;02/09/2024;25/10/2024;1257
AF1740;04/09/2024;26/10/2024;346
AF1740;27/10/2024;29/03/2025;1234567
AF1741;10/02/2024;10/02/2024;6
AF1741;26/01/2024;09/02/2024;5
AF1741;31/01/2024;07/02/2024;3
AF1741;14/02/2024;18/02/2024;347
AF1741;06/02/2024;06/02/2024;2
AF1741;08/02/2024;08/02/2024;4
AF1741;11/02/2024;11/02/2024;7
AF1741;12/02/2024;12/02/2024;1
AF1741;13/02/2024;13/02/2024;2
AF1741;16/02/2024;16/02/2024;5
AF1741;17/02/2024;17/02/2024;6
AF1741;19/02/2024;19/02/2024;1
AF1741;20/02/2024;27/02/2024;2
AF1741;22/02/2024;22/02/2024;4
AF1741;23/02/2024;23/02/2024;5
AF1741;24/02/2024;24/02/2024;6
AF1741;25/02/2024;25/02/2024;7
AF1741;26/02/2024;26/02/2024;1
AF1741;28/02/2024;28/02/2024;3
AF1741;29/02/2024;29/02/2024;4
AF1741;01/03/2024;01/03/2024;5
AF1741;02/03/2024;02/03/2024;6
