vol;début;fin;frequence
AF6764;05/04/2024;25/10/2024;5
AF6766;24/02/2024;24/02/2024;6
AF6766;09/03/2024;30/03/2024;6
AF6767;24/02/2024;24/02/2024;6
AF6767;09/03/2024;30/03/2024;6
AF6913;20/02/2024;20/02/2024;2
AF6913;21/02/2024;21/02/2024;3
AF6919;20/02/2024;20/02/2024;2
AF6919;21/02/2024;21/02/2024;3
AF6920;20/02/2024;20/02/2024;2
AF6920;21/02/2024;21/02/2024;3
AF6921;30/01/2024;28/03/2025;12345
AF6922;30/01/2024;29/03/2024;12345
AF6922;01/04/2024;28/03/2025;12345
AF6927;30/01/2024;28/03/2025;12345
AF6929;03/02/2024;29/03/2025;6
AF6931;20/02/2024;20/02/2024;2
AF6931;21/02/2024;21/02/2024;3
AF6940;20/02/2024;20/02/2024;2
AF6940;21/02/2024;21/02/2024;3
AF6941;20/02/2024;20/02/2024;2
AF6941;21/02/2024;21/02/2024;3
AF6941;22/02/2024;22/02/2024;4
AF6944;30/01/2024;02/03/2024;1234567
AF6944;04/03/2024;30/03/2024;1234567
AF6944;01/04/2024;30/03/2025;1234567
AF6945;20/02/2024;20/02/2024;2
AF6945;21/02/2024;21/02/2024;3
AF6946;20/02/2024;20/02/2024;2
AF6947;20/02/2024;20/02/2024;2
AF6947;21/02/2024;21/02/2024;3
AF6949;20/02/2024;20/02/2024;2
AF6949;21/02/2024;21/02/2024;3
AF6952;20/02/2024;20/02/2024;2
AF6952;21/02/2024;21/02/2024;3
AF6954;20/02/2024;20/02/2024;2
AF6954;21/02/2024;21/02/2024;3
AF6956;21/02/2024;21/02/2024;3
AF6958;21/02/2024;21/02/2024;3
AF6968;21/02/2024;21/02/2024;3
AF6970;20/02/2024;20/02/2024;2
AF6973;20/02/2024;20/02/2024;2
AF6973;21/02/2024;21/02/2024;3
AF6974;21/02/2024;21/02/2024;3
AF6976;21/02/2024;21/02/2024;3
AF6977;20/02/2024;20/02/2024;2
AF6977;21/02/2024;21/02/2024;3
AF6977;22/02/2024;22/02/2024;4
AF6978;20/02/2024;20/02/2024;2
AF6978;21/02/2024;21/02/2024;3
AF6979;20/02/2024;20/02/2024;2
AF6979;21/02/2024;21/02/2024;3
AF6979;22/02/2024;22/02/2024;4
AF6981;20/02/2024;20/02/2024;2
AF6981;21/02/2024;21/02/2024;3
AF6981;22/02/2024;22/02/2024;4
AF6982;20/02/2024;20/02/2024;2
AF6982;21/02/2024;21/02/2024;3
AF6988;20/02/2024;20/02/2024;2
AF6988;21/02/2024;21/02/2024;3
AF7300;20/02/2024;20/02/2024;2
AF7300;21/02/2024;21/02/2024;3
AF7300;22/02/2024;22/02/2024;4
AF7300;23/02/2024;23/02/2024;5
AF7300;25/02/2024;25/02/2024;7
AF7300;26/02/2024;26/02/2024;1
AF7300;27/02/2024;27/02/2024;2
AF7300;28/02/2024;28/02/2024;3
AF7300;29/02/2024;29/02/2024;4
AF7300;01/03/2024;01/03/2024;5
AF7300;03/03/2024;03/03/2024;7
AF7300;04/03/2024;04/03/2024;1
AF7300;05/03/2024;08/03/2024;25
AF7300;06/03/2024;06/03/2024;3
AF7300;07/03/2024;07/03/2024;4
AF7300;10/03/2024;10/03/2024;7
AF7300;11/03/2024;11/03/2024;1
AF7300;12/03/2024;26/03/2024;2
AF7300;13/03/2024;13/03/2024;3
AF7300;14/03/2024;24/03/2024;347
AF7300;15/03/2024;29/03/2024;5
AF7300;18/03/2024;18/03/2024;1
AF7300;25/03/2024;25/03/2024;1
AF7300;27/03/2024;27/03/2024;3
AF7300;28/03/2024;28/03/2024;4
AF7300;31/03/2024;04/04/2024;12347
AF7300;05/04/2024;05/04/2024;5
AF7300;06/04/2024;05/05/2024;1234567
AF7300;06/05/2024;05/07/2024;1234567
AF7300;06/07/2024;26/10/2024;1234567
AF7301;20/02/2024;20/02/2024;2
AF7301;21/02/2024;21/02/2024;3
AF7301;22/02/2024;22/02/2024;4
AF7301;23/02/2024;23/02/2024;5
AF7301;25/02/2024;25/02/2024;7
AF7301;26/02/2024;26/02/2024;1
AF7301;27/02/2024;27/02/2024;2
AF7301;28/02/2024;28/02/2024;3
AF7301;29/02/2024;29/02/2024;4
AF7301;01/03/2024;01/03/2024;5
AF7301;03/03/2024;03/03/2024;7
AF7301;04/03/2024;04/03/2024;1
AF7301;05/03/2024;05/03/2024;2
AF7301;06/03/2024;06/03/2024;3
AF7301;07/03/2024;07/03/2024;4
AF7301;08/03/2024;08/03/2024;5
AF7301;10/03/2024;10/03/2024;7
AF7301;11/03/2024;11/03/2024;1
AF7301;12/03/2024;26/03/2024;2
AF7301;13/03/2024;13/03/2024;3
AF7301;14/03/2024;24/03/2024;347
AF7301;15/03/2024;29/03/2024;5
AF7301;18/03/2024;18/03/2024;1
AF7301;25/03/2024;25/03/2024;1
AF7301;27/03/2024;27/03/2024;3
AF7301;28/03/2024;28/03/2024;4
AF7301;31/03/2024;04/04/2024;12347
AF7301;05/04/2024;05/04/2024;5
AF7301;06/04/2024;27/04/2024;6
AF7301;07/04/2024;26/04/2024;123457
AF7301;28/04/2024;05/05/2024;7
AF7301;29/04/2024;05/07/2024;12345
AF7301;04/05/2024;29/06/2024;6
AF7301;12/05/2024;12/05/2024;7
AF7301;19/05/2024;30/06/2024;7
AF7301;06/07/2024;26/10/2024;6
AF7301;07/07/2024;20/10/2024;7
AF7301;08/07/2024;25/10/2024;12345
AF7302;17/02/2024;28/02/2024;2346
AF7302;02/03/2024;25/03/2024;12346
AF7302;27/03/2024;30/03/2024;36
AF7302;25/02/2024;25/02/2024;7
AF7302;26/02/2024;26/02/2024;1
AF7302;29/02/2024;29/02/2024;4
AF7302;03/03/2024;03/03/2024;7
AF7302;10/03/2024;10/03/2024;7
AF7302;17/03/2024;17/03/2024;7
AF7302;24/03/2024;24/03/2024;7
AF7302;26/03/2024;26/03/2024;2
AF7302;28/03/2024;28/03/2024;4
AF7302;31/03/2024;16/04/2024;12347
AF7302;18/04/2024;24/10/2024;12347
AF7302;05/04/2024;25/10/2024;5
AF7302;06/04/2024;06/04/2024;6
AF7302;13/04/2024;13/04/2024;6
AF7302;20/04/2024;20/04/2024;6
AF7302;27/04/2024;27/04/2024;6
AF7302;04/05/2024;04/05/2024;6
AF7302;08/06/2024;29/06/2024;6
AF7302;11/05/2024;11/05/2024;6
AF7302;18/05/2024;18/05/2024;6
AF7302;25/05/2024;25/05/2024;6
AF7302;01/06/2024;01/06/2024;6
AF7302;06/07/2024;31/08/2024;6
AF7302;07/09/2024;26/10/2024;6
AF7303;20/02/2024;28/02/2024;2346
AF7303;02/03/2024;25/03/2024;12346
AF7303;27/03/2024;30/03/2024;36
AF7303;25/02/2024;25/02/2024;7
AF7303;26/02/2024;26/02/2024;1
AF7303;29/02/2024;29/02/2024;4
AF7303;03/03/2024;03/03/2024;7
AF7303;10/03/2024;10/03/2024;7
AF7303;17/03/2024;17/03/2024;7
AF7303;24/03/2024;24/03/2024;7
AF7303;26/03/2024;26/03/2024;2
AF7303;28/03/2024;28/03/2024;4
AF7303;31/03/2024;23/04/2024;27
AF7303;01/04/2024;01/04/2024;1
AF7303;03/04/2024;15/04/2024;134
AF7303;18/04/2024;25/04/2024;134
AF7303;05/04/2024;10/05/2024;5
AF7303;06/04/2024;06/04/2024;6
AF7303;13/04/2024;13/04/2024;6
AF7303;20/04/2024;20/04/2024;6
AF7303;27/04/2024;27/04/2024;6
AF7303;28/04/2024;09/05/2024;347
AF7303;29/04/2024;14/05/2024;12
AF7303;04/05/2024;04/05/2024;6
AF7303;08/06/2024;29/06/2024;6
AF7303;11/05/2024;11/05/2024;6
AF7303;12/05/2024;12/05/2024;7
AF7303;15/05/2024;19/05/2024;347
AF7303;17/05/2024;17/05/2024;5
AF7303;18/05/2024;18/05/2024;6
AF7303;20/05/2024;04/07/2024;12347
AF7303;24/05/2024;05/07/2024;5
AF7303;25/05/2024;25/05/2024;6
AF7303;01/06/2024;01/06/2024;6
AF7303;06/07/2024;31/08/2024;6
AF7303;07/07/2024;01/09/2024;12347
AF7303;12/07/2024;30/08/2024;5
AF7303;02/09/2024;08/10/2024;12347
AF7303;06/09/2024;04/10/2024;5
AF7303;07/09/2024;26/10/2024;6
AF7303;09/10/2024;23/10/2024;3
AF7303;10/10/2024;24/10/2024;47
AF7303;11/10/2024;18/10/2024;5
AF7303;14/10/2024;22/10/2024;12
AF7303;25/10/2024;25/10/2024;5
AF7304;21/02/2024;28/02/2024;3
AF7304;20/02/2024;20/02/2024;2
AF7304;22/02/2024;22/02/2024;4
AF7304;23/02/2024;23/02/2024;5
AF7304;24/02/2024;24/02/2024;6
AF7304;25/02/2024;25/02/2024;7
AF7304;26/02/2024;26/02/2024;1
AF7304;27/02/2024;27/02/2024;2
AF7304;29/02/2024;29/02/2024;4
AF7304;01/03/2024;01/03/2024;5
AF7304;02/03/2024;02/03/2024;6
AF7304;03/03/2024;03/03/2024;7
AF7304;04/03/2024;09/03/2024;136
AF7304;05/03/2024;05/03/2024;2
AF7304;07/03/2024;07/03/2024;4
AF7304;08/03/2024;08/03/2024;5
AF7304;10/03/2024;10/03/2024;7
AF7304;11/03/2024;12/03/2024;12
AF7304;13/03/2024;13/03/2024;3
AF7304;27/03/2024;27/03/2024;3
AF7304;14/03/2024;14/03/2024;4
AF7304;15/03/2024;15/03/2024;5
AF7304;16/03/2024;16/03/2024;6
AF7304;17/03/2024;17/03/2024;7
AF7304;18/03/2024;18/03/2024;1
AF7304;19/03/2024;19/03/2024;2
AF7304;20/03/2024;20/03/2024;3
AF7304;21/03/2024;21/03/2024;4
AF7304;22/03/2024;22/03/2024;5
AF7304;23/03/2024;23/03/2024;6
AF7304;24/03/2024;25/03/2024;17
AF7304;26/03/2024;26/03/2024;2
AF7304;28/03/2024;28/03/2024;4
AF7304;29/03/2024;30/03/2024;56
AF7304;31/03/2024;31/03/2024;7
AF7304;01/04/2024;15/04/2024;1
AF7304;02/04/2024;05/04/2024;25
AF7304;06/04/2024;06/04/2024;6
AF7304;09/04/2024;12/04/2024;25
AF7304;10/04/2024;17/04/2024;3
AF7304;11/04/2024;11/04/2024;4
AF7304;13/04/2024;13/04/2024;6
AF7304;14/04/2024;14/04/2024;7
AF7304;16/04/2024;16/04/2024;2
AF7304;18/04/2024;21/04/2024;47
AF7304;28/04/2024;28/04/2024;7
AF7304;19/04/2024;19/04/2024;5
AF7304;20/04/2024;20/04/2024;6
AF7304;22/04/2024;22/04/2024;1
AF7304;23/04/2024;23/04/2024;2
AF7304;24/04/2024;24/04/2024;3
AF7304;25/04/2024;25/04/2024;4
AF7304;26/04/2024;26/04/2024;5
AF7304;27/04/2024;27/04/2024;6
AF7304;29/04/2024;02/05/2024;134
AF7304;30/04/2024;30/04/2024;2
AF7304;03/05/2024;03/05/2024;5
AF7304;04/05/2024;04/05/2024;6
AF7304;05/05/2024;05/05/2024;7
AF7304;06/05/2024;07/05/2024;12
AF7304;16/05/2024;16/05/2024;4
AF7304;04/06/2024;10/06/2024;1245
AF7304;13/06/2024;17/06/2024;145
AF7304;20/06/2024;04/07/2024;1245
AF7304;08/05/2024;03/07/2024;3
AF7304;09/05/2024;09/05/2024;4
AF7304;10/05/2024;10/05/2024;5
AF7304;11/05/2024;01/06/2024;6
AF7304;15/06/2024;29/06/2024;6
AF7304;12/05/2024;12/05/2024;7
AF7304;13/05/2024;27/05/2024;1
AF7304;14/05/2024;14/05/2024;2
AF7304;17/05/2024;24/05/2024;45
AF7304;19/05/2024;19/05/2024;7
AF7304;21/05/2024;21/05/2024;2
AF7304;26/05/2024;02/06/2024;7
AF7304;28/05/2024;28/05/2024;2
AF7304;30/05/2024;31/05/2024;45
AF7304;03/06/2024;03/06/2024;1
AF7304;08/06/2024;08/06/2024;6
AF7304;09/06/2024;30/06/2024;7
AF7304;11/06/2024;18/06/2024;2
AF7304;05/07/2024;05/07/2024;5
AF7304;06/07/2024;31/08/2024;6
AF7304;07/07/2024;01/09/2024;123457
AF7304;02/09/2024;25/10/2024;1245
AF7304;04/09/2024;23/10/2024;3
AF7304;07/09/2024;26/10/2024;6
AF7304;08/09/2024;20/10/2024;7
AF7305;21/02/2024;28/02/2024;3
AF7305;20/02/2024;20/02/2024;2
AF7305;22/02/2024;22/02/2024;4
AF7305;23/02/2024;23/02/2024;5
AF7305;24/02/2024;24/02/2024;6
AF7305;25/02/2024;25/02/2024;7
AF7305;26/02/2024;26/02/2024;1
AF7305;27/02/2024;27/02/2024;2
AF7305;29/02/2024;29/02/2024;4
AF7305;01/03/2024;01/03/2024;5
AF7305;02/03/2024;02/03/2024;6
AF7305;03/03/2024;03/03/2024;7
AF7305;04/03/2024;09/03/2024;136
AF7305;05/03/2024;05/03/2024;2
AF7305;07/03/2024;07/03/2024;4
AF7305;08/03/2024;08/03/2024;5
AF7305;10/03/2024;10/03/2024;7
AF7305;11/03/2024;15/03/2024;125
AF7305;22/03/2024;22/03/2024;5
AF7305;13/03/2024;13/03/2024;3
AF7305;27/03/2024;27/03/2024;3
AF7305;14/03/2024;14/03/2024;4
AF7305;16/03/2024;16/03/2024;6
AF7305;17/03/2024;17/03/2024;7
AF7305;18/03/2024;18/03/2024;1
AF7305;19/03/2024;19/03/2024;2
AF7305;20/03/2024;20/03/2024;3
AF7305;21/03/2024;21/03/2024;4
AF7305;23/03/2024;23/03/2024;6
AF7305;24/03/2024;25/03/2024;17
AF7305;26/03/2024;30/03/2024;256
AF7305;28/03/2024;28/03/2024;4
AF7305;31/03/2024;31/03/2024;7
AF7305;01/04/2024;15/04/2024;1
AF7305;02/04/2024;05/04/2024;25
AF7305;06/04/2024;06/04/2024;6
AF7305;09/04/2024;12/04/2024;25
AF7305;10/04/2024;17/04/2024;3
AF7305;11/04/2024;11/04/2024;4
AF7305;13/04/2024;13/04/2024;6
AF7305;14/04/2024;14/04/2024;7
AF7305;16/04/2024;16/04/2024;2
AF7305;18/04/2024;21/04/2024;47
AF7305;28/04/2024;28/04/2024;7
AF7305;19/04/2024;19/04/2024;5
AF7305;20/04/2024;20/04/2024;6
AF7305;22/04/2024;22/04/2024;1
AF7305;23/04/2024;23/04/2024;2
AF7305;24/04/2024;24/04/2024;3
AF7305;25/04/2024;25/04/2024;4
AF7305;26/04/2024;26/04/2024;5
AF7305;27/04/2024;27/04/2024;6
AF7305;29/04/2024;02/05/2024;134
AF7305;30/04/2024;30/04/2024;2
AF7305;03/05/2024;03/05/2024;5
AF7305;04/05/2024;04/05/2024;6
AF7305;05/05/2024;05/05/2024;7
AF7305;06/05/2024;06/05/2024;1
AF7305;16/05/2024;16/05/2024;4
AF7305;06/06/2024;04/07/2024;145
AF7305;07/05/2024;07/05/2024;2
AF7305;04/06/2024;04/06/2024;2
AF7305;25/06/2024;02/07/2024;2
AF7305;08/05/2024;03/07/2024;3
AF7305;09/05/2024;09/05/2024;4
AF7305;10/05/2024;10/05/2024;5
AF7305;11/05/2024;01/06/2024;6
AF7305;15/06/2024;29/06/2024;6
AF7305;12/05/2024;12/05/2024;7
AF7305;13/05/2024;27/05/2024;1
AF7305;14/05/2024;14/05/2024;2
AF7305;17/05/2024;24/05/2024;45
AF7305;19/05/2024;19/05/2024;7
AF7305;21/05/2024;21/05/2024;2
AF7305;26/05/2024;02/06/2024;7
AF7305;28/05/2024;28/05/2024;2
AF7305;30/05/2024;31/05/2024;45
AF7305;03/06/2024;03/06/2024;1
AF7305;08/06/2024;08/06/2024;6
AF7305;09/06/2024;30/06/2024;7
AF7305;11/06/2024;18/06/2024;2
AF7305;05/07/2024;05/07/2024;5
AF7305;06/07/2024;31/08/2024;6
AF7305;07/07/2024;01/09/2024;123457
AF7305;02/09/2024;25/10/2024;1245
AF7305;04/09/2024;23/10/2024;3
AF7305;07/09/2024;26/10/2024;6
AF7305;08/09/2024;20/10/2024;7
AF7306;20/02/2024;28/02/2024;2356
AF7306;01/03/2024;11/03/2024;123456
AF7306;13/03/2024;22/03/2024;123456
AF7306;25/03/2024;30/03/2024;156
AF7306;22/02/2024;22/02/2024;4
AF7306;26/02/2024;26/02/2024;1
AF7306;29/02/2024;29/02/2024;4
AF7306;12/03/2024;12/03/2024;2
AF7306;23/03/2024;23/03/2024;6
AF7306;26/03/2024;26/03/2024;2
AF7306;27/03/2024;27/03/2024;3
AF7306;28/03/2024;28/03/2024;4
AF7306;31/03/2024;31/03/2024;7
AF7306;06/07/2024;26/10/2024;67
AF7306;01/04/2024;04/04/2024;1234
AF7306;08/07/2024;25/10/2024;12345
AF7306;05/04/2024;05/07/2024;12345
AF7306;06/04/2024;30/06/2024;67
AF7307;20/02/2024;28/02/2024;2356
AF7307;01/03/2024;11/03/2024;123456
AF7307;13/03/2024;22/03/2024;123456
AF7307;25/03/2024;30/03/2024;156
AF7307;22/02/2024;22/02/2024;4
AF7307;26/02/2024;26/02/2024;1
AF7307;29/02/2024;29/02/2024;4
AF7307;12/03/2024;12/03/2024;2
AF7307;23/03/2024;23/03/2024;6
AF7307;26/03/2024;26/03/2024;2
AF7307;27/03/2024;27/03/2024;3
AF7307;28/03/2024;28/03/2024;4
AF7307;31/03/2024;31/03/2024;7
AF7307;06/07/2024;26/10/2024;67
AF7307;01/04/2024;04/04/2024;1234
AF7307;08/07/2024;25/10/2024;12345
AF7307;05/04/2024;05/07/2024;12345
AF7307;06/04/2024;30/06/2024;67
AF7308;19/02/2024;21/02/2024;13
AF7308;28/02/2024;06/03/2024;23
AF7308;19/03/2024;19/03/2024;2
AF7308;25/03/2024;28/03/2024;124
AF7308;20/02/2024;20/02/2024;2
AF7308;22/02/2024;22/02/2024;4
AF7308;23/02/2024;01/03/2024;5
AF7308;25/02/2024;25/02/2024;7
AF7308;26/02/2024;26/02/2024;1
AF7308;27/02/2024;27/02/2024;2
AF7308;29/02/2024;29/02/2024;4
AF7308;03/03/2024;03/03/2024;7
AF7308;04/03/2024;04/03/2024;1
AF7308;07/03/2024;14/03/2024;4
AF7308;08/03/2024;08/03/2024;5
AF7308;10/03/2024;10/03/2024;7
AF7308;11/03/2024;11/03/2024;1
AF7308;12/03/2024;12/03/2024;2
AF7308;13/03/2024;13/03/2024;3
AF7308;15/03/2024;15/03/2024;5
AF7308;17/03/2024;17/03/2024;7
AF7308;18/03/2024;18/03/2024;1
AF7308;20/03/2024;20/03/2024;3
AF7308;21/03/2024;21/03/2024;4
AF7308;22/03/2024;22/03/2024;5
AF7308;24/03/2024;24/03/2024;7
AF7308;29/03/2024;29/03/2024;5
AF7308;06/05/2024;25/10/2024;135
AF7308;07/05/2024;07/05/2024;2
AF7308;09/05/2024;09/05/2024;4
AF7308;11/05/2024;11/05/2024;6
AF7308;12/05/2024;12/05/2024;7
AF7308;14/05/2024;14/05/2024;2
AF7308;16/05/2024;23/05/2024;4
AF7308;06/06/2024;04/07/2024;4
AF7308;18/05/2024;18/05/2024;6
AF7308;19/05/2024;19/05/2024;7
AF7308;21/05/2024;21/05/2024;2
AF7308;25/05/2024;25/05/2024;6
AF7308;26/05/2024;02/06/2024;7
AF7308;28/05/2024;28/05/2024;2
AF7308;30/05/2024;30/05/2024;4
AF7308;01/06/2024;01/06/2024;6
AF7308;04/06/2024;03/09/2024;2
AF7308;08/06/2024;29/06/2024;6
AF7308;09/06/2024;16/06/2024;7
AF7308;23/06/2024;30/06/2024;7
AF7308;06/07/2024;31/08/2024;6
AF7308;07/07/2024;01/09/2024;7
AF7308;11/07/2024;29/08/2024;4
AF7308;05/09/2024;24/10/2024;4
AF7308;07/09/2024;26/10/2024;6
AF7308;08/09/2024;20/10/2024;7
AF7308;10/09/2024;22/10/2024;2
AF7309;19/02/2024;21/02/2024;13
AF7309;28/02/2024;06/03/2024;23
AF7309;19/03/2024;19/03/2024;2
AF7309;25/03/2024;28/03/2024;124
AF7309;20/02/2024;20/02/2024;2
AF7309;22/02/2024;26/02/2024;14
AF7309;23/02/2024;01/03/2024;5
AF7309;25/02/2024;25/02/2024;7
AF7309;27/02/2024;27/02/2024;2
AF7309;29/02/2024;29/02/2024;4
AF7309;03/03/2024;03/03/2024;7
AF7309;04/03/2024;04/03/2024;1
AF7309;07/03/2024;14/03/2024;24
AF7309;08/03/2024;08/03/2024;5
AF7309;10/03/2024;10/03/2024;7
AF7309;11/03/2024;11/03/2024;1
AF7309;13/03/2024;13/03/2024;3
AF7309;15/03/2024;15/03/2024;5
AF7309;17/03/2024;17/03/2024;7
AF7309;18/03/2024;18/03/2024;1
AF7309;20/03/2024;21/03/2024;34
AF7309;22/03/2024;22/03/2024;5
AF7309;24/03/2024;24/03/2024;7
AF7309;29/03/2024;29/03/2024;5
AF7309;06/05/2024;25/10/2024;135
AF7309;07/05/2024;07/05/2024;2
AF7309;09/05/2024;09/05/2024;4
AF7309;11/05/2024;11/05/2024;6
AF7309;12/05/2024;12/05/2024;7
AF7309;14/05/2024;14/05/2024;2
AF7309;16/05/2024;23/05/2024;4
AF7309;06/06/2024;04/07/2024;4
AF7309;18/05/2024;18/05/2024;6
AF7309;19/05/2024;19/05/2024;7
AF7309;21/05/2024;21/05/2024;2
AF7309;25/05/2024;25/05/2024;6
AF7309;26/05/2024;02/06/2024;7
AF7309;28/05/2024;28/05/2024;2
AF7309;30/05/2024;30/05/2024;4
AF7309;01/06/2024;01/06/2024;6
AF7309;04/06/2024;02/07/2024;2
AF7309;08/06/2024;29/06/2024;6
AF7309;09/06/2024;16/06/2024;7
AF7309;23/06/2024;30/06/2024;7
AF7309;06/07/2024;31/08/2024;6
AF7309;07/07/2024;03/09/2024;27
AF7309;11/07/2024;29/08/2024;4
AF7309;05/09/2024;24/10/2024;4
AF7309;07/09/2024;26/10/2024;6
AF7309;08/09/2024;20/10/2024;7
AF7309;10/09/2024;22/10/2024;2
AF7310;20/02/2024;20/02/2024;2
AF7310;21/02/2024;21/02/2024;3
AF7310;22/02/2024;22/02/2024;4
AF7310;23/02/2024;23/02/2024;5
AF7310;25/02/2024;25/02/2024;7
AF7310;27/02/2024;27/02/2024;2
AF7310;28/02/2024;28/02/2024;3
AF7310;29/02/2024;29/02/2024;4
AF7310;01/03/2024;01/03/2024;5
AF7310;03/03/2024;03/03/2024;7
AF7310;05/03/2024;05/03/2024;2
AF7310;06/03/2024;11/03/2024;13
AF7310;07/03/2024;07/03/2024;4
AF7310;08/03/2024;08/03/2024;5
AF7310;10/03/2024;10/03/2024;7
AF7310;12/03/2024;12/03/2024;2
AF7310;13/03/2024;13/03/2024;3
AF7310;14/03/2024;28/03/2024;4
AF7310;15/03/2024;15/03/2024;5
AF7310;17/03/2024;17/03/2024;7
AF7310;18/03/2024;18/03/2024;1
AF7310;19/03/2024;26/03/2024;27
AF7310;20/03/2024;29/03/2024;135
AF7310;31/03/2024;31/03/2024;7
AF7310;01/04/2024;01/04/2024;1
AF7310;02/04/2024;02/04/2024;2
AF7310;04/04/2024;04/04/2024;4
AF7310;05/04/2024;05/04/2024;5
AF7310;06/04/2024;06/04/2024;6
AF7310;07/04/2024;07/04/2024;7
AF7310;10/04/2024;10/04/2024;3
AF7310;11/04/2024;25/04/2024;4
AF7310;12/04/2024;19/04/2024;5
AF7310;13/04/2024;13/04/2024;6
AF7310;16/04/2024;16/04/2024;2
AF7310;17/04/2024;17/04/2024;3
AF7310;20/04/2024;27/04/2024;6
AF7310;21/04/2024;21/04/2024;7
AF7310;22/04/2024;22/04/2024;1
AF7310;26/04/2024;26/04/2024;5
AF7310;28/04/2024;28/04/2024;7
AF7310;29/04/2024;29/04/2024;1
AF7310;30/04/2024;05/05/2024;2457
AF7310;01/05/2024;01/05/2024;3
AF7310;04/05/2024;04/05/2024;6
AF7310;06/05/2024;06/05/2024;1
AF7310;20/05/2024;01/07/2024;1
AF7310;07/05/2024;07/05/2024;2
AF7310;08/05/2024;08/05/2024;3
AF7310;09/05/2024;09/05/2024;4
AF7310;10/05/2024;10/05/2024;5
AF7310;11/05/2024;18/05/2024;6
AF7310;01/06/2024;08/06/2024;6
AF7310;29/06/2024;29/06/2024;6
AF7310;12/05/2024;02/06/2024;7
AF7310;16/06/2024;30/06/2024;7
AF7310;13/05/2024;13/05/2024;1
AF7310;14/05/2024;14/05/2024;2
AF7310;28/05/2024;02/07/2024;2
AF7310;15/05/2024;15/05/2024;3
AF7310;16/05/2024;16/05/2024;4
AF7310;17/05/2024;24/05/2024;35
AF7310;21/05/2024;21/05/2024;2
AF7310;23/05/2024;23/05/2024;4
AF7310;25/05/2024;25/05/2024;6
AF7310;29/05/2024;29/05/2024;3
AF7310;30/05/2024;30/05/2024;4
AF7310;31/05/2024;31/05/2024;5
AF7310;05/06/2024;07/06/2024;35
AF7310;13/06/2024;13/06/2024;4
AF7310;19/06/2024;10/07/2024;345
AF7310;06/06/2024;06/06/2024;4
AF7310;09/06/2024;09/06/2024;7
AF7310;12/06/2024;14/06/2024;35
AF7310;15/06/2024;22/06/2024;6
AF7310;07/07/2024;01/09/2024;7
AF7310;08/07/2024;27/08/2024;124
AF7310;12/07/2024;30/08/2024;5
AF7310;17/07/2024;21/08/2024;3
AF7310;28/08/2024;04/09/2024;34
AF7310;02/09/2024;21/10/2024;1
AF7310;03/09/2024;22/10/2024;2
AF7310;05/09/2024;24/10/2024;4
AF7310;06/09/2024;04/10/2024;35
AF7310;07/09/2024;26/10/2024;6
AF7310;08/09/2024;20/10/2024;7
AF7310;09/10/2024;23/10/2024;35
AF7310;25/10/2024;25/10/2024;5
AF7311;20/02/2024;20/02/2024;2
AF7311;21/02/2024;21/02/2024;3
AF7311;22/02/2024;22/02/2024;4
AF7311;23/02/2024;23/02/2024;5
AF7311;25/02/2024;25/02/2024;7
AF7311;27/02/2024;27/02/2024;2
AF7311;28/02/2024;28/02/2024;3
AF7311;29/02/2024;29/02/2024;4
AF7311;01/03/2024;01/03/2024;5
AF7311;03/03/2024;03/03/2024;7
AF7311;05/03/2024;11/03/2024;123
AF7311;07/03/2024;07/03/2024;4
AF7311;08/03/2024;08/03/2024;5
AF7311;10/03/2024;10/03/2024;7
AF7311;12/03/2024;12/03/2024;2
AF7311;13/03/2024;13/03/2024;3
AF7311;14/03/2024;28/03/2024;4
AF7311;15/03/2024;15/03/2024;5
AF7311;17/03/2024;17/03/2024;7
AF7311;18/03/2024;18/03/2024;1
AF7311;19/03/2024;29/03/2024;12357
AF7311;31/03/2024;31/03/2024;7
AF7311;01/04/2024;01/04/2024;1
AF7311;02/04/2024;04/04/2024;24
AF7311;05/04/2024;05/04/2024;5
AF7311;06/04/2024;06/04/2024;6
AF7311;07/04/2024;07/04/2024;7
AF7311;10/04/2024;10/04/2024;3
AF7311;11/04/2024;25/04/2024;4
AF7311;12/04/2024;19/04/2024;5
AF7311;13/04/2024;13/04/2024;6
AF7311;16/04/2024;16/04/2024;2
AF7311;17/04/2024;17/04/2024;3
AF7311;20/04/2024;27/04/2024;6
AF7311;21/04/2024;21/04/2024;7
AF7311;22/04/2024;22/04/2024;1
AF7311;26/04/2024;26/04/2024;5
AF7311;28/04/2024;28/04/2024;7
AF7311;29/04/2024;29/04/2024;1
AF7311;30/04/2024;04/05/2024;246
AF7311;01/05/2024;01/05/2024;3
AF7311;03/05/2024;05/05/2024;57
AF7311;06/05/2024;06/05/2024;1
AF7311;20/05/2024;01/07/2024;1
AF7311;07/05/2024;07/05/2024;2
AF7311;08/05/2024;08/05/2024;3
AF7311;09/05/2024;09/05/2024;4
AF7311;10/05/2024;10/05/2024;5
AF7311;11/05/2024;18/05/2024;6
AF7311;01/06/2024;01/06/2024;6
AF7311;08/06/2024;13/06/2024;46
AF7311;20/06/2024;20/06/2024;4
AF7311;27/06/2024;04/07/2024;46
AF7311;12/05/2024;02/06/2024;7
AF7311;16/06/2024;30/06/2024;7
AF7311;13/05/2024;13/05/2024;1
AF7311;14/05/2024;14/05/2024;2
