vol;début;fin;frequence
AF 331D ;21/02/2024;21/02/2024;3
AF 1311 ;16/02/2024;16/02/2024;5
AF 1311 ;17/02/2024;17/02/2024;6
AF 1311 ;19/02/2024;28/03/2024;14
AF 1311 ;20/02/2024;30/03/2024;2356
AF 1311 ;01/04/2024;24/04/2024;135
AF 1311 ;02/04/2024;02/04/2024;2
AF 1311 ;04/04/2024;25/04/2024;4
AF 1311 ;06/04/2024;20/04/2024;6
AF 1311 ;07/04/2024;21/04/2024;7
AF 1311 ;09/04/2024;23/04/2024;2
AF 1311 ;26/04/2024;26/04/2024;5
AF 1311 ;27/04/2024;27/04/2024;6
AF 1311 ;28/04/2024;05/05/2024;7
AF 1311 ;30/04/2024;07/05/2024;2
AF 1311 ;01/05/2024;08/05/2024;3
AF 1311 ;02/05/2024;16/05/2024;4
AF 1311 ;03/05/2024;13/05/2024;15
AF 1311 ;04/05/2024;11/05/2024;6
AF 1311 ;12/05/2024;12/05/2024;7
AF 1311 ;14/05/2024;14/05/2024;2
AF 1311 ;15/05/2024;17/05/2024;35
AF 1311 ;18/05/2024;06/07/2024;6
AF 1311 ;19/05/2024;19/05/2024;7
AF 1311 ;20/05/2024;05/07/2024;135
AF 1311 ;21/05/2024;02/07/2024;2
AF 1311 ;23/05/2024;27/06/2024;4
AF 1311 ;26/05/2024;30/06/2024;7
AF 1311 ;04/07/2024;23/07/2024;24
AF 1311 ;07/07/2024;01/09/2024;7
AF 1311 ;08/07/2024;30/08/2024;15
AF 1311 ;10/07/2024;31/08/2024;36
AF 1311 ;25/07/2024;25/07/2024;4
AF 1311 ;30/07/2024;03/10/2024;24
AF 1311 ;02/09/2024;04/10/2024;135
AF 1311 ;07/09/2024;26/10/2024;6
AF 1311 ;08/09/2024;06/10/2024;7
AF 1311 ;07/10/2024;14/10/2024;1
AF 1311 ;08/10/2024;22/10/2024;2
AF 1311 ;09/10/2024;23/10/2024;35
AF 1311 ;10/10/2024;24/10/2024;4
AF 1311 ;13/10/2024;20/10/2024;7
AF 1311 ;21/10/2024;25/10/2024;15
AF 662  ;21/01/2024;09/02/2024;1234567
AF 662  ;10/02/2024;10/02/2024;6
AF 662  ;11/02/2024;30/03/2024;1234567
AF 662  ;31/03/2024;31/03/2024;7
AF 662  ;01/04/2024;05/05/2024;1234567
AF 662  ;06/05/2024;26/10/2024;1234567
AF 347D ;03/02/2024;03/02/2024;6
AF 347D ;17/02/2024;17/02/2024;6
DL 1546 ;16/01/2024;13/02/2024;2
DL 1546 ;29/01/2024;19/02/2024;1
DL 1546 ;31/01/2024;14/02/2024;35
DL 1546 ;01/02/2024;15/02/2024;4
DL 1546 ;11/02/2024;18/02/2024;7
DL 1546 ;16/02/2024;16/02/2024;5
DL 1546 ;17/02/2024;24/02/2024;6
DL 1546 ;20/02/2024;27/02/2024;2
DL 1546 ;21/02/2024;23/02/2024;35
DL 1546 ;22/02/2024;22/02/2024;4
DL 1546 ;25/02/2024;25/02/2024;7
DL 1546 ;26/02/2024;26/02/2024;1
DL 1546 ;28/02/2024;28/02/2024;3
DL 1546 ;29/02/2024;29/02/2024;4
DL 1546 ;01/03/2024;01/03/2024;5
DL 1546 ;02/03/2024;02/03/2024;6
DL 1546 ;03/03/2024;03/03/2024;7
DL 1546 ;04/03/2024;04/03/2024;1
DL 1546 ;05/03/2024;08/03/2024;25
DL 1546 ;06/03/2024;06/03/2024;3
DL 1546 ;07/03/2024;07/03/2024;4
DL 1546 ;09/03/2024;09/03/2024;6
AF 1471 ;06/07/2024;31/08/2024;6
AF 1471 ;12/07/2024;30/08/2024;5
AF 1078 ;07/07/2024;01/09/2024;7
AF 1078 ;08/07/2024;29/07/2024;135
AF 1078 ;31/07/2024;07/08/2024;3
AF 1078 ;02/08/2024;05/08/2024;15
AF 1078 ;09/08/2024;12/08/2024;15
AF 1078 ;14/08/2024;23/08/2024;35
AF 1078 ;19/08/2024;19/08/2024;1
AF 1078 ;26/08/2024;28/08/2024;13
AF 1078 ;30/08/2024;30/08/2024;5
DL 405  ;09/04/2024;09/04/2024;2
DL 405  ;10/04/2024;10/04/2024;3
DL 405  ;11/04/2024;11/04/2024;4
DL 405  ;12/04/2024;12/04/2024;5
DL 405  ;14/04/2024;14/04/2024;7
DL 405  ;15/04/2024;15/04/2024;1
DL 405  ;16/04/2024;16/04/2024;2
DL 405  ;17/04/2024;17/04/2024;3
DL 405  ;18/04/2024;25/04/2024;4
DL 405  ;19/04/2024;19/04/2024;5
DL 405  ;21/04/2024;21/04/2024;7
DL 405  ;22/04/2024;22/04/2024;1
DL 405  ;23/04/2024;23/04/2024;2
DL 405  ;24/04/2024;24/04/2024;3
DL 405  ;26/04/2024;26/04/2024;5
DL 405  ;28/04/2024;28/04/2024;7
DL 405  ;29/04/2024;29/04/2024;1
DL 405  ;30/04/2024;30/04/2024;2
DL 405  ;01/05/2024;01/05/2024;3
DL 405  ;02/05/2024;06/05/2024;145
DL 405  ;05/05/2024;05/05/2024;7
AF 6767 ;10/02/2024;10/02/2024;6
AF 6767 ;24/02/2024;24/02/2024;6
AF 6767 ;09/03/2024;30/03/2024;6
KL 1773 ;18/01/2024;16/02/2024;1245
KL 1773 ;14/02/2024;14/02/2024;3
KL 1773 ;19/02/2024;29/03/2024;1345
KL 1773 ;20/02/2024;26/03/2024;2
DL 814  ;15/02/2024;22/02/2024;4
DL 814  ;16/02/2024;16/02/2024;5
DL 814  ;19/02/2024;19/02/2024;1
DL 814  ;23/02/2024;23/02/2024;5
DL 814  ;25/02/2024;25/02/2024;7
DL 814  ;26/02/2024;26/02/2024;1
DL 814  ;29/02/2024;29/02/2024;4
DL 814  ;01/03/2024;01/03/2024;5
DL 814  ;03/03/2024;03/03/2024;7
DL 814  ;04/03/2024;04/03/2024;1
DL 814  ;07/03/2024;07/03/2024;4
DL 814  ;08/03/2024;08/03/2024;5
DL 2414 ;07/06/2024;14/06/2024;5
DL 2414 ;08/06/2024;15/06/2024;6
DL 2414 ;09/06/2024;16/06/2024;7
DL 2414 ;10/06/2024;28/10/2024;1
DL 2414 ;11/06/2024;18/06/2024;2
DL 2414 ;12/06/2024;19/06/2024;3
DL 2414 ;13/06/2024;20/06/2024;4
DL 2414 ;21/06/2024;01/11/2024;5
DL 2414 ;22/06/2024;26/10/2024;6
DL 2414 ;23/06/2024;27/10/2024;7
DL 2414 ;25/06/2024;29/10/2024;2
DL 2414 ;26/06/2024;17/10/2024;34
DL 2414 ;23/10/2024;30/10/2024;3
DL 2414 ;24/10/2024;31/10/2024;4
AF 1529 ;29/01/2024;12/02/2024;1
AF 1529 ;31/01/2024;18/02/2024;3567
AF 1529 ;15/02/2024;28/03/2024;124
AF 1529 ;21/02/2024;27/03/2024;3
AF 1529 ;23/02/2024;24/03/2024;567
AF 1529 ;29/03/2024;29/03/2024;5
AF 1529 ;30/03/2024;30/03/2024;6
AF 1529 ;31/03/2024;07/04/2024;7
AF 1529 ;01/04/2024;01/04/2024;1
AF 1529 ;02/04/2024;02/04/2024;2
AF 1529 ;03/04/2024;03/04/2024;3
AF 1529 ;04/04/2024;04/04/2024;4
AF 1529 ;05/04/2024;05/04/2024;5
AF 1529 ;06/04/2024;06/04/2024;6
AF 1529 ;08/04/2024;08/04/2024;1
AF 1529 ;09/04/2024;16/04/2024;2
AF 1529 ;10/04/2024;10/04/2024;3
AF 1529 ;11/04/2024;11/04/2024;4
AF 1529 ;12/04/2024;26/04/2024;5
AF 1529 ;13/04/2024;13/04/2024;6
AF 1529 ;14/04/2024;21/04/2024;7
AF 1529 ;15/04/2024;15/04/2024;1
AF 1529 ;17/04/2024;24/04/2024;3
AF 1529 ;18/04/2024;18/04/2024;4
AF 1529 ;20/04/2024;27/04/2024;6
AF 1529 ;22/04/2024;22/04/2024;1
AF 1529 ;23/04/2024;23/04/2024;2
AF 1529 ;25/04/2024;25/04/2024;4
AF 1529 ;28/04/2024;28/04/2024;7
AF 1529 ;29/04/2024;29/04/2024;1
AF 1529 ;30/04/2024;07/05/2024;2
AF 1529 ;01/05/2024;01/05/2024;3
AF 1529 ;02/05/2024;30/05/2024;4
AF 1529 ;03/05/2024;10/05/2024;57
AF 1529 ;04/05/2024;01/06/2024;6
AF 1529 ;06/05/2024;13/05/2024;1
AF 1529 ;08/05/2024;22/05/2024;3
AF 1529 ;12/05/2024;12/05/2024;7
AF 1529 ;14/05/2024;14/05/2024;2
AF 1529 ;17/05/2024;05/07/2024;5
AF 1529 ;19/05/2024;26/05/2024;7
AF 1529 ;20/05/2024;20/05/2024;1
AF 1529 ;21/05/2024;28/05/2024;2
AF 1529 ;27/05/2024;27/05/2024;1
AF 1529 ;29/05/2024;29/05/2024;3
AF 1529 ;02/06/2024;02/06/2024;7
AF 1529 ;03/06/2024;11/06/2024;12
AF 1529 ;05/06/2024;03/07/2024;3
AF 1529 ;06/06/2024;06/06/2024;4
AF 1529 ;08/06/2024;08/06/2024;6
AF 1529 ;09/06/2024;30/06/2024;7
AF 1529 ;13/06/2024;20/06/2024;4
AF 1529 ;15/06/2024;22/06/2024;6
AF 1529 ;17/06/2024;24/06/2024;12
AF 1529 ;25/06/2024;01/07/2024;12
AF 1529 ;27/06/2024;27/06/2024;4
AF 1529 ;29/06/2024;29/06/2024;6
AF 1529 ;02/07/2024;02/07/2024;2
AF 1529 ;04/07/2024;04/07/2024;4
AF 1529 ;06/07/2024;20/07/2024;6
AF 1529 ;07/07/2024;30/08/2024;357
AF 1529 ;08/07/2024;22/07/2024;14
AF 1529 ;09/07/2024;27/08/2024;2
AF 1529 ;25/07/2024;25/07/2024;4
AF 1529 ;27/07/2024;27/07/2024;6
AF 1529 ;29/07/2024;26/08/2024;14
AF 1529 ;03/08/2024;31/08/2024;6
AF 1529 ;29/08/2024;24/10/2024;4
AF 1529 ;01/09/2024;01/09/2024;7
AF 1529 ;02/09/2024;22/10/2024;12
AF 1529 ;04/09/2024;23/10/2024;3
AF 1529 ;06/09/2024;25/10/2024;57
AF 1529 ;07/09/2024;26/10/2024;6
DL 2574 ;07/06/2024;14/06/2024;13457
DL 2574 ;08/06/2024;11/06/2024;26
DL 2574 ;15/06/2024;15/06/2024;6
DL 2574 ;16/06/2024;16/06/2024;7
DL 2574 ;17/06/2024;27/06/2024;13457
DL 2574 ;18/06/2024;25/06/2024;26
DL 2574 ;28/06/2024;02/08/2024;1234567
DL 2574 ;03/08/2024;08/09/2024;1234567
AF 7635 ;06/07/2024;31/08/2024;6
AF 1689 ;15/01/2024;26/02/2024;1
AF 1689 ;23/01/2024;15/02/2024;234
AF 1689 ;20/02/2024;29/02/2024;234
AF 1689 ;04/03/2024;04/03/2024;1
AF 1689 ;05/03/2024;07/03/2024;234
AF 1689 ;11/03/2024;25/03/2024;1
AF 1689 ;12/03/2024;28/03/2024;24
AF 1689 ;13/03/2024;27/03/2024;3
AF 1689 ;02/04/2024;30/04/2024;234
AF 1689 ;08/04/2024;29/04/2024;1
AF 1689 ;14/05/2024;04/07/2024;234
AF 1689 ;27/05/2024;01/07/2024;1
AF 1689 ;09/07/2024;23/07/2024;2
AF 1689 ;10/07/2024;18/07/2024;34
AF 1689 ;24/07/2024;25/07/2024;34
AF 1689 ;02/09/2024;21/10/2024;1
AF 1689 ;03/09/2024;24/10/2024;234
AF 601M ;13/01/2024;29/03/2025;6
AF 601M ;06/02/2024;25/03/2025;2
AF 761L ;29/10/2023;26/03/2024;1234567
AF 761L ;27/03/2024;30/03/2024;3456
AF 257  ;18/01/2024;28/03/2024;123467
AF 257  ;19/01/2024;29/03/2024;5
AF 257  ;30/03/2024;30/03/2024;6
AF 257  ;31/03/2024;12/04/2024;1234567
AF 257  ;13/04/2024;13/04/2024;6
AF 257  ;14/04/2024;25/10/2024;1234567
AF 257  ;26/10/2024;26/10/2024;6
AF 650  ;24/01/2024;11/02/2024;13567
AF 650  ;30/01/2024;06/02/2024;24
AF 650  ;08/02/2024;08/02/2024;4
AF 650  ;12/02/2024;19/02/2024;1
AF 650  ;13/02/2024;20/02/2024;2
AF 650  ;14/02/2024;18/02/2024;3567
AF 650  ;15/02/2024;22/02/2024;4
AF 650  ;21/02/2024;28/02/2024;13567
AF 650  ;01/03/2024;01/03/2024;5
AF 650  ;02/03/2024;13/03/2024;13567
AF 650  ;15/03/2024;15/03/2024;5
AF 650  ;16/03/2024;30/03/2024;13567
AF 650  ;31/03/2024;07/04/2024;257
AF 650  ;09/04/2024;23/04/2024;27
AF 650  ;12/04/2024;19/04/2024;5
AF 650  ;26/04/2024;12/05/2024;257
AF 650  ;14/05/2024;21/05/2024;2
AF 650  ;17/05/2024;24/05/2024;57
AF 650  ;26/05/2024;02/06/2024;7
AF 650  ;28/05/2024;31/05/2024;25
AF 650  ;04/06/2024;04/06/2024;2
AF 650  ;07/06/2024;08/09/2024;257
AF 650  ;13/09/2024;25/10/2024;257
DL 2854B;05/02/2024;08/03/2024;1357
DL 2854B;06/02/2024;09/03/2024;246
DL 2854B;10/03/2024;11/03/2024;17
DL 2854B;12/03/2024;12/03/2024;2
DL 2854B;13/03/2024;13/03/2024;3
DL 2854B;14/03/2024;26/03/2024;246
DL 2854B;15/03/2024;25/03/2024;1357
DL 2854B;27/03/2024;27/03/2024;3
DL 2854B;28/03/2024;28/03/2024;4
DL 2854B;29/03/2024;29/03/2024;5
DL 2854B;30/03/2024;30/03/2024;6
DL 2854B;31/03/2024;31/03/2024;7
DL 2854B;01/04/2024;08/04/2024;1234567
DL 2854B;07/05/2024;12/05/2024;234567
DL 2854B;13/05/2024;03/06/2024;1
DL 2854B;14/05/2024;02/06/2024;234567
DL 2854B;04/06/2024;06/06/2024;234
DL 2854B;08/06/2024;24/06/2024;12356
DL 2854B;09/06/2024;20/10/2024;7
DL 2854B;13/06/2024;24/10/2024;4
DL 2854B;25/06/2024;25/06/2024;2
DL 2854B;26/06/2024;07/09/2024;12356
DL 2854B;10/09/2024;26/10/2024;12356
AF 617M ;15/12/2023;28/03/2025;5
AF 1351 ;03/01/2024;29/03/2024;135
AF 1351 ;04/01/2024;19/03/2024;2467
AF 1351 ;21/03/2024;28/03/2024;4
AF 1351 ;23/03/2024;30/03/2024;267
AF 1351 ;31/03/2024;27/04/2024;267
AF 1351 ;01/04/2024;26/04/2024;1345
AF 1351 ;28/04/2024;06/10/2024;1234567
AF 1351 ;07/10/2024;17/10/2024;12467
AF 1351 ;09/10/2024;23/10/2024;35
AF 1351 ;19/10/2024;26/10/2024;124567
KL 1653 ;21/01/2024;29/03/2024;123457
KL 1653 ;17/02/2024;17/02/2024;6
KL 1653 ;24/02/2024;24/02/2024;6
KL 1653 ;02/03/2024;02/03/2024;6
KL 1653 ;09/03/2024;09/03/2024;6
KL 1653 ;16/03/2024;16/03/2024;6
KL 1653 ;23/03/2024;23/03/2024;6
KL 1653 ;30/03/2024;30/03/2024;6
AI 491  ;03/11/2023;29/03/2024;57
AI 491  ;06/11/2023;25/03/2024;1
AI 491  ;05/12/2023;30/03/2024;2346
KL 8965 ;18/08/2016;21/09/2691;1234567
AF 1409 ;28/01/2024;18/02/2024;7
AF 1409 ;02/02/2024;08/02/2024;456
AF 1409 ;07/02/2024;07/02/2024;3
AF 1409 ;09/02/2024;09/02/2024;5
AF 1409 ;10/02/2024;24/02/2024;12346
AF 1409 ;25/02/2024;25/02/2024;7
AF 1409 ;28/02/2024;25/03/2024;123456
AF 1409 ;03/03/2024;24/03/2024;7
AF 1409 ;27/03/2024;30/03/2024;3456
AF 1409 ;31/03/2024;27/04/2024;267
AF 1409 ;01/04/2024;01/04/2024;1
AF 1409 ;03/04/2024;24/04/2024;3
AF 1409 ;04/04/2024;02/05/2024;45
AF 1409 ;08/04/2024;15/04/2024;1
AF 1409 ;22/04/2024;22/04/2024;1
AF 1409 ;28/04/2024;05/05/2024;12367
AF 1409 ;03/05/2024;03/05/2024;5
AF 1409 ;07/05/2024;12/05/2024;237
AF 1409 ;09/05/2024;09/05/2024;4
AF 1409 ;11/05/2024;11/05/2024;6
AF 1409 ;13/05/2024;01/07/2024;1
AF 1409 ;14/05/2024;22/05/2024;2367
AF 1409 ;16/05/2024;05/07/2024;45
AF 1409 ;25/05/2024;25/05/2024;6
AF 1409 ;26/05/2024;03/07/2024;2367
AF 1409 ;06/07/2024;31/08/2024;6
AF 1409 ;07/07/2024;01/09/2024;7
AF 1409 ;08/07/2024;30/08/2024;1345
AF 1409 ;02/09/2024;06/10/2024;12367
AF 1409 ;05/09/2024;04/10/2024;45
AF 1409 ;07/10/2024;26/10/2024;1267
AF 1409 ;09/10/2024;23/10/2024;3
AF 1409 ;10/10/2024;24/10/2024;4
AF 1409 ;11/10/2024;18/10/2024;5
AF 1409 ;25/10/2024;25/10/2024;5
KL 1082 ;29/02/2024;28/03/2024;4
DL 7048T;01/05/2019;21/09/2691;1234
DL 7048T;03/05/2019;21/09/2691;5
AF 4453 ;24/01/2024;14/02/2024;12345
AF 4453 ;15/02/2024;15/02/2024;4
AF 4453 ;16/02/2024;29/03/2024;12345
AF 4453 ;01/04/2024;01/04/2024;1
AF 4453 ;02/04/2024;02/04/2024;2
AF 4453 ;03/04/2024;03/04/2024;3
AF 4453 ;04/04/2024;04/04/2024;4
AF 4453 ;05/04/2024;05/04/2024;5
AF 4453 ;06/04/2024;06/04/2024;6
AF 4453 ;08/04/2024;08/04/2024;1
AF 4453 ;09/04/2024;09/04/2024;2
AF 4453 ;10/04/2024;10/04/2024;3
AF 4453 ;11/04/2024;11/04/2024;4
AF 4453 ;12/04/2024;15/04/2024;15
AF 4453 ;13/04/2024;26/10/2024;6
AF 4453 ;16/04/2024;16/04/2024;2
AF 4453 ;17/04/2024;22/04/2024;1345
AF 4453 ;23/04/2024;23/04/2024;2
AF 4453 ;24/04/2024;29/04/2024;135
AF 4453 ;25/04/2024;25/04/2024;4
AF 4453 ;30/04/2024;30/04/2024;2
AF 4453 ;01/05/2024;28/06/2024;12345
AF 4453 ;01/07/2024;30/08/2024;12345
AF 4453 ;02/09/2024;25/10/2024;12345
AF 765L ;31/03/2024;28/03/2025;1234567
AF 245  ;01/04/2024;06/04/2024;136
AF 245  ;10/04/2024;15/04/2024;136
AF 245  ;20/04/2024;20/04/2024;6
AF 245  ;24/04/2024;26/10/2024;136
AF 245  ;11/08/2024;25/08/2024;7
AF 323D ;02/02/2024;02/02/2024;5
AF 323D ;07/02/2024;07/02/2024;3
AF 323D ;13/02/2024;13/02/2024;2
AF 323D ;14/02/2024;14/02/2024;3
AF 323D ;15/02/2024;15/02/2024;4
AF 323D ;16/02/2024;16/02/2024;5
AF 323D ;20/02/2024;20/02/2024;2
AF 323D ;21/02/2024;21/02/2024;3
AF 323D ;22/02/2024;22/02/2024;4
AF 1231 ;16/02/2024;16/02/2024;5
AF 1231 ;23/02/2024;23/02/2024;5
AF 1231 ;01/04/2024;01/04/2024;1
AF 1231 ;02/04/2024;02/04/2024;2
AF 1231 ;03/04/2024;03/04/2024;3
AF 1231 ;04/04/2024;04/04/2024;4
AF 1231 ;05/04/2024;05/04/2024;5
AF 1231 ;06/04/2024;13/04/2024;136
AF 1231 ;11/04/2024;11/04/2024;4
AF 1231 ;12/04/2024;12/04/2024;5
AF 1231 ;15/04/2024;15/04/2024;1
AF 1231 ;16/04/2024;23/04/2024;2356
AF 1231 ;18/04/2024;18/04/2024;4
AF 1231 ;24/04/2024;24/04/2024;3
AF 1231 ;25/04/2024;25/04/2024;4
AF 1231 ;26/04/2024;27/04/2024;56
AF 1231 ;29/04/2024;29/04/2024;1
AF 1231 ;30/04/2024;30/04/2024;2
AF 1231 ;01/05/2024;08/05/2024;123456
AF 1231 ;09/05/2024;09/05/2024;4
AF 1231 ;10/05/2024;10/05/2024;5
AF 1231 ;11/05/2024;18/05/2024;36
AF 1231 ;13/05/2024;17/05/2024;125
AF 1231 ;16/05/2024;16/05/2024;4
AF 1231 ;20/05/2024;20/05/2024;1
AF 1231 ;21/05/2024;25/05/2024;26
AF 1231 ;22/05/2024;30/05/2024;34
AF 1231 ;24/05/2024;24/05/2024;5
AF 1231 ;27/05/2024;28/05/2024;12
AF 1231 ;31/05/2024;07/06/2024;35
AF 1231 ;01/06/2024;01/06/2024;6
AF 1231 ;03/06/2024;08/06/2024;1246
AF 1231 ;10/06/2024;11/06/2024;12
AF 1231 ;12/06/2024;13/06/2024;34
AF 1231 ;14/06/2024;05/07/2024;123456
AF 1231 ;02/09/2024;26/10/2024;123456
AF 6920 ;03/02/2024;03/02/2024;6
AF 6920 ;04/02/2024;04/02/2024;7
AF 6920 ;07/02/2024;07/02/2024;3
AF 6920 ;09/02/2024;09/02/2024;5
AF 6920 ;10/02/2024;10/02/2024;6
AF 6920 ;11/02/2024;11/02/2024;7
AF 6920 ;12/02/2024;12/02/2024;1
AF 6920 ;13/02/2024;13/02/2024;2
AF 6920 ;14/02/2024;14/02/2024;3
AF 6920 ;15/02/2024;15/02/2024;4
AF 6920 ;16/02/2024;16/02/2024;5
AF 6920 ;17/02/2024;17/02/2024;6
AF 6920 ;18/02/2024;18/02/2024;7
AF 6920 ;19/02/2024;19/02/2024;1
AF 6920 ;20/02/2024;20/02/2024;2
AF 6920 ;21/02/2024;21/02/2024;3
AF 1391 ;12/01/2024;16/02/2024;5
AF 1391 ;17/01/2024;14/02/2024;137
AF 1391 ;17/02/2024;19/02/2024;167
AF 1391 ;20/02/2024;27/02/2024;2
AF 1391 ;21/02/2024;25/02/2024;347
AF 1391 ;23/02/2024;23/02/2024;5
AF 1391 ;24/02/2024;24/02/2024;6
AF 1391 ;26/02/2024;29/02/2024;14
AF 1391 ;28/02/2024;28/02/2024;3
AF 1391 ;01/03/2024;08/03/2024;25
AF 1391 ;02/03/2024;10/03/2024;13467
AF 1391 ;11/03/2024;16/03/2024;136
AF 1391 ;12/03/2024;29/03/2024;25
AF 1391 ;14/03/2024;14/03/2024;4
AF 1391 ;17/03/2024;25/03/2024;13467
AF 1391 ;27/03/2024;27/03/2024;3
AF 1391 ;28/03/2024;30/03/2024;46
AF 1391 ;31/03/2024;05/05/2024;1234567
AF 1391 ;07/05/2024;12/05/2024;234567
AF 1391 ;14/05/2024;26/10/2024;1234567
DL 806  ;05/01/2024;16/02/2024;5
DL 806  ;13/01/2024;24/02/2024;6
DL 806  ;14/01/2024;03/03/2024;7
DL 806  ;16/01/2024;04/03/2024;12
DL 806  ;18/01/2024;29/02/2024;4
DL 806  ;07/02/2024;06/03/2024;3
DL 806  ;23/02/2024;08/03/2024;5
DL 806  ;02/03/2024;09/03/2024;6
DL 806  ;05/03/2024;05/03/2024;2
DL 806  ;07/03/2024;07/03/2024;4
DL 806  ;10/03/2024;17/03/2024;7
DL 806  ;11/03/2024;25/03/2024;1
DL 806  ;12/03/2024;19/03/2024;2
DL 806  ;13/03/2024;13/03/2024;3
DL 806  ;14/03/2024;28/03/2024;4
DL 806  ;15/03/2024;29/03/2024;5
DL 806  ;16/03/2024;16/03/2024;6
DL 806  ;20/03/2024;20/03/2024;3
DL 806  ;23/03/2024;23/03/2024;6
DL 806  ;24/03/2024;24/03/2024;7
DL 806  ;26/03/2024;02/04/2024;2
DL 806  ;27/03/2024;03/04/2024;3
DL 806  ;30/03/2024;30/03/2024;6
DL 806  ;31/03/2024;07/04/2024;7
DL 806  ;01/04/2024;01/04/2024;1
DL 806  ;04/04/2024;04/04/2024;4
DL 806  ;05/04/2024;05/04/2024;5
DL 806  ;06/04/2024;06/04/2024;6
DL 806  ;08/04/2024;15/04/2024;1
DL 806  ;09/04/2024;16/04/2024;2
DL 806  ;10/04/2024;10/04/2024;3
DL 806  ;11/04/2024;11/04/2024;4
DL 806  ;12/04/2024;12/04/2024;5
DL 806  ;13/04/2024;20/04/2024;6
DL 806  ;14/04/2024;14/04/2024;7
DL 806  ;17/04/2024;01/05/2024;3
DL 806  ;18/04/2024;02/05/2024;4
DL 806  ;19/04/2024;25/10/2024;5
DL 806  ;21/04/2024;21/04/2024;7
DL 806  ;22/04/2024;22/04/2024;1
DL 806  ;23/04/2024;30/04/2024;2
DL 806  ;27/04/2024;11/05/2024;6
DL 806  ;28/04/2024;05/05/2024;7
DL 806  ;29/04/2024;21/10/2024;1
DL 806  ;07/05/2024;22/10/2024;2
DL 806  ;08/05/2024;23/10/2024;3
DL 806  ;09/05/2024;24/10/2024;4
DL 806  ;12/05/2024;12/05/2024;7
DL 806  ;18/05/2024;25/05/2024;6
DL 806  ;19/05/2024;26/05/2024;7
DL 806  ;01/06/2024;26/10/2024;6
DL 806  ;02/06/2024;20/10/2024;7
AF 9411 ;06/04/2024;06/04/2024;6
AF 9411 ;13/04/2024;13/04/2024;6
AF 9411 ;04/05/2024;04/05/2024;6
AF 9411 ;18/05/2024;29/06/2024;6
AF 9411 ;07/09/2024;26/10/2024;6
AF 1842 ;25/01/2024;12/02/2024;14
AF 1842 ;27/01/2024;14/02/2024;23567
AF 1842 ;15/02/2024;15/02/2024;4
AF 1842 ;16/02/2024;16/02/2024;5
AF 1842 ;17/02/2024;18/02/2024;67
AF 1842 ;19/02/2024;26/02/2024;1
AF 1842 ;20/02/2024;20/02/2024;2
AF 1842 ;21/02/2024;28/02/2024;23
AF 1842 ;22/02/2024;22/02/2024;4
AF 1842 ;23/02/2024;25/02/2024;567
AF 1842 ;29/02/2024;29/02/2024;4
AF 1842 ;01/03/2024;01/03/2024;5
AF 1842 ;02/03/2024;03/03/2024;67
AF 1842 ;04/03/2024;04/03/2024;1
AF 1842 ;05/03/2024;05/03/2024;2
AF 1842 ;06/03/2024;06/03/2024;3
AF 1842 ;07/03/2024;07/03/2024;4
AF 1842 ;08/03/2024;10/03/2024;567
AF 1842 ;25/03/2024;25/03/2024;1
AF 1842 ;26/03/2024;30/03/2024;2356
AF 1842 ;28/03/2024;28/03/2024;4
AF 1842 ;31/03/2024;02/04/2024;27
AF 1842 ;03/04/2024;03/04/2024;3
AF 1842 ;04/04/2024;04/04/2024;4
AF 1842 ;05/04/2024;06/04/2024;56
AF 1842 ;07/04/2024;07/04/2024;7
AF 1842 ;08/04/2024;17/04/2024;123567
AF 1842 ;11/04/2024;18/04/2024;4
AF 1842 ;19/04/2024;11/05/2024;1234567
AF 1842 ;12/05/2024;12/05/2024;7
AF 1842 ;13/05/2024;19/05/2024;17
AF 1842 ;14/05/2024;01/06/2024;123456
AF 1842 ;26/05/2024;26/05/2024;7
AF 1842 ;02/06/2024;02/06/2024;7
AF 1842 ;03/06/2024;05/07/2024;1234567
AF 1842 ;06/07/2024;31/08/2024;56
AF 1842 ;07/07/2024;01/09/2024;7
AF 1842 ;02/09/2024;21/10/2024;1
AF 1842 ;03/09/2024;26/10/2024;234567
AF 1449 ;19/01/2024;09/02/2024;5
AF 1449 ;31/01/2024;08/02/2024;13467
AF 1449 ;06/02/2024;13/02/2024;2
AF 1449 ;10/02/2024;10/02/2024;6
AF 1449 ;11/02/2024;18/02/2024;1367
AF 1449 ;15/02/2024;15/02/2024;4
AF 1449 ;16/02/2024;01/03/2024;5
AF 1449 ;19/02/2024;22/02/2024;14
AF 1449 ;20/02/2024;20/02/2024;2
AF 1449 ;21/02/2024;21/02/2024;3
AF 1449 ;24/02/2024;03/03/2024;367
AF 1449 ;26/02/2024;26/02/2024;1
AF 1449 ;27/02/2024;27/02/2024;2
AF 1449 ;29/02/2024;29/02/2024;4
AF 1449 ;04/03/2024;04/03/2024;1
AF 1449 ;05/03/2024;05/03/2024;2
AF 1449 ;06/03/2024;06/03/2024;3
AF 1449 ;07/03/2024;07/03/2024;4
AF 1449 ;08/03/2024;08/03/2024;5
AF 1449 ;09/03/2024;10/03/2024;67
AF 1449 ;11/03/2024;11/03/2024;1
AF 1449 ;12/03/2024;26/03/2024;2
AF 1449 ;13/03/2024;25/03/2024;13467
AF 1449 ;15/03/2024;29/03/2024;5
