vol;deb;fin;frequence
AF1889;04/05/2024;09/05/2024;246
AF1889;06/05/2024;08/05/2024;13
AF1889;10/05/2024;10/05/2024;5
AF1889;11/05/2024;11/05/2024;6
AF1889;29/04/2024;02/05/2024;14
AF1889;01/05/2024;01/05/2024;3
AF1889;03/05/2024;05/05/2024;57
AF1889;18/05/2024;29/06/2024;6
AF1889;13/05/2024;27/06/2024;1234
AF1889;12/05/2024;07/07/2024;57
AF1889;01/07/2024;06/07/2024;12346
AF1889;08/07/2024;29/08/2024;14
AF1889;10/07/2024;30/08/2024;35
AF1889;13/07/2024;31/08/2024;6
AF1889;09/07/2024;01/09/2024;27
AF1889;02/09/2024;24/10/2024;1234
AF1889;06/09/2024;25/10/2024;57
AF1889;07/09/2024;26/10/2024;6
AF1890;06/04/2024;06/04/2024;6
AF1890;13/04/2024;27/04/2024;6
AF1890;04/05/2024;04/05/2024;6
AF1890;11/05/2024;29/06/2024;6
AF1890;07/07/2024;01/09/2024;157
AF1890;07/09/2024;26/10/2024;6
AF1890;06/07/2024;31/08/2024;6
AF1891;06/04/2024;06/04/2024;6
AF1891;13/04/2024;27/04/2024;6
AF1891;04/05/2024;04/05/2024;6
AF1891;11/05/2024;29/06/2024;6
AF1891;07/07/2024;01/09/2024;157
AF1891;07/09/2024;26/10/2024;6
AF1891;06/07/2024;31/08/2024;6
AF1896;12/04/2024;19/04/2024;5
AF1896;13/04/2024;20/04/2024;267
AF1896;23/04/2024;24/04/2024;23
AF1896;26/04/2024;26/04/2024;5
AF1896;06/04/2024;06/04/2024;6
AF1896;15/04/2024;15/04/2024;1
AF1896;08/04/2024;11/04/2024;14
AF1896;18/04/2024;25/04/2024;14
AF1896;02/05/2024;09/05/2024;47
AF1896;08/05/2024;08/05/2024;3
AF1896;06/05/2024;11/05/2024;16
AF1896;03/05/2024;10/05/2024;5
AF1896;17/05/2024;05/07/2024;5
AF1896;07/07/2024;01/09/2024;7
AF1896;08/07/2024;26/08/2024;1
AF1896;02/09/2024;21/10/2024;17
AF1896;12/05/2024;01/07/2024;17
AF1896;07/04/2024;07/04/2024;7
AF1896;21/04/2024;21/04/2024;7
AF1896;17/04/2024;17/04/2024;3
AF1896;28/04/2024;28/04/2024;7
AF1896;27/04/2024;27/04/2024;6
AF1896;04/05/2024;07/05/2024;26
AF1896;09/04/2024;10/04/2024;23
AF1896;06/09/2024;25/10/2024;5
AF1896;06/07/2024;05/09/2024;23456
AF1896;07/09/2024;26/10/2024;2346
AF1896;14/05/2024;04/07/2024;2346
AF1897;13/04/2024;20/04/2024;267
AF1897;23/04/2024;24/04/2024;23
AF1897;15/04/2024;15/04/2024;1
AF1897;08/04/2024;11/04/2024;14
AF1897;18/04/2024;25/04/2024;14
AF1897;12/04/2024;19/04/2024;5
AF1897;26/04/2024;26/04/2024;5
AF1897;06/04/2024;06/04/2024;6
AF1897;08/05/2024;08/05/2024;3
AF1897;02/05/2024;09/05/2024;47
AF1897;06/05/2024;11/05/2024;16
AF1897;03/05/2024;10/05/2024;5
AF1897;17/05/2024;05/07/2024;5
AF1897;07/07/2024;01/09/2024;7
AF1897;06/07/2024;31/08/2024;123456
AF1897;07/04/2024;10/04/2024;237
AF1897;17/04/2024;21/04/2024;37
AF1897;27/04/2024;28/04/2024;67
AF1897;04/05/2024;07/05/2024;26
AF1897;06/09/2024;25/10/2024;5
AF1897;02/09/2024;26/10/2024;123467
AF1897;12/05/2024;04/07/2024;123467
AF191;01/04/2024;01/04/2024;1
AF191;02/04/2024;06/05/2024;124567
AF191;07/05/2024;03/06/2024;124567
AF191;04/06/2024;25/06/2024;124567
AF191;27/06/2024;26/10/2024;1234567
AF191;27/10/2024;27/10/2024;7
AF194;31/03/2024;31/03/2024;7
AF194;01/04/2024;05/05/2024;134567
AF194;06/05/2024;02/06/2024;134567
AF194;03/06/2024;24/06/2024;134567
AF194;26/06/2024;26/10/2024;1234567
AF201;01/04/2024;01/04/2024;1
AF201;02/04/2024;09/04/2024;123467
AF201;16/04/2024;16/04/2024;2
AF201;22/04/2024;22/04/2024;1
AF201;11/04/2024;20/04/2024;146
AF201;21/04/2024;28/04/2024;7
AF201;06/05/2024;06/05/2024;1
AF201;02/05/2024;02/05/2024;4
AF201;23/04/2024;30/04/2024;1246
AF201;04/05/2024;04/05/2024;6
AF201;07/05/2024;07/05/2024;2
AF201;10/04/2024;19/04/2024;357
AF201;24/04/2024;26/04/2024;35
AF201;01/05/2024;05/05/2024;357
AF201;08/05/2024;26/10/2024;1234567
AF201;27/10/2024;27/10/2024;7
AF202;31/03/2024;07/04/2024;124567
AF202;09/04/2024;18/04/2024;246
AF202;14/04/2024;14/04/2024;7
AF202;20/04/2024;21/04/2024;67
AF202;19/04/2024;26/04/2024;5
AF202;30/04/2024;30/04/2024;2
AF202;08/04/2024;17/04/2024;135
AF202;22/04/2024;24/04/2024;13
AF202;29/04/2024;03/05/2024;135
AF202;23/04/2024;28/04/2024;2467
AF202;02/05/2024;05/05/2024;467
AF202;06/05/2024;26/10/2024;1234567
AF217;05/04/2024;06/04/2024;56
AF217;04/04/2024;04/04/2024;4
AF217;07/04/2024;07/04/2024;7
AF217;08/04/2024;08/04/2024;1
AF217;09/04/2024;15/04/2024;1256
AF217;01/04/2024;02/04/2024;12
AF217;11/04/2024;11/04/2024;4
AF217;16/04/2024;29/04/2024;12456
AF217;07/05/2024;21/05/2024;123567
AF217;22/05/2024;26/05/2024;37
AF217;24/05/2024;27/05/2024;156
AF217;30/04/2024;06/05/2024;1256
AF217;10/04/2024;05/05/2024;37
AF217;02/05/2024;02/05/2024;4
AF217;27/10/2024;27/10/2024;7
AF217;09/05/2024;24/10/2024;4
AF217;28/05/2024;26/10/2024;123567
AF218;04/04/2024;05/04/2024;45
AF218;10/04/2024;10/04/2024;3
AF218;31/03/2024;01/04/2024;17
AF218;06/04/2024;06/04/2024;6
AF218;07/04/2024;07/04/2024;7
AF218;08/04/2024;14/04/2024;1457
AF218;03/04/2024;03/04/2024;3
AF218;15/04/2024;28/04/2024;13457
AF218;01/05/2024;01/05/2024;3
AF218;29/04/2024;05/05/2024;1457
AF218;06/05/2024;19/05/2024;124567
AF218;20/05/2024;26/05/2024;1457
AF218;21/05/2024;25/05/2024;26
AF218;09/04/2024;04/05/2024;26
AF218;08/05/2024;23/10/2024;3
AF218;27/05/2024;26/10/2024;124567
AF225;01/04/2024;08/04/2024;12456
AF225;07/04/2024;07/04/2024;7
AF225;03/04/2024;03/04/2024;3
AF225;09/04/2024;06/05/2024;1234567
AF225;27/10/2024;27/10/2024;7
AF225;07/05/2024;26/10/2024;1234567
AF226;02/04/2024;02/04/2024;2
AF226;06/04/2024;06/04/2024;6
AF226;31/03/2024;07/04/2024;13457
AF226;08/04/2024;05/05/2024;1234567
AF226;06/05/2024;26/10/2024;1234567
AF253;31/03/2024;31/03/2024;7
AF253;08/05/2024;12/05/2024;357
AF253;03/04/2024;05/05/2024;357
AF253;19/06/2024;25/10/2024;357
AF253;15/05/2024;16/06/2024;357
AF256;12/04/2024;12/04/2024;5
AF256;13/04/2024;26/10/2024;1234567
AF256;31/03/2024;11/04/2024;1234567
AF257;13/04/2024;13/04/2024;6
AF257;26/10/2024;26/10/2024;6
AF257;31/03/2024;12/04/2024;1234567
AF257;14/04/2024;25/10/2024;1234567
AF258;02/04/2024;04/05/2024;246
AF258;07/05/2024;11/05/2024;246
AF258;18/06/2024;26/10/2024;246
AF258;14/05/2024;15/06/2024;246
AF264;02/04/2024;02/04/2024;2
AF264;07/04/2024;07/04/2024;7
AF264;08/04/2024;08/04/2024;1
AF264;01/04/2024;01/04/2024;1
AF264;31/03/2024;06/04/2024;34567
AF264;21/04/2024;05/05/2024;1234567
AF264;09/04/2024;19/04/2024;1234567
AF264;06/05/2024;26/10/2024;1234567
AF267;02/04/2024;02/04/2024;2
AF267;03/04/2024;03/04/2024;3
AF267;08/04/2024;08/04/2024;1
AF267;09/04/2024;09/04/2024;2
AF267;31/03/2024;07/04/2024;14567
AF267;22/04/2024;05/05/2024;1234567
AF267;10/04/2024;20/04/2024;1234567
AF267;06/05/2024;26/10/2024;1234567
AF272;07/04/2024;07/04/2024;7
AF272;16/04/2024;21/04/2024;27
AF274;31/03/2024;26/10/2024;1234567
AF275;01/04/2024;06/04/2024;136
AF275;10/04/2024;15/04/2024;136
AF275;20/04/2024;20/04/2024;6
AF275;24/04/2024;04/05/2024;136
AF275;11/08/2024;25/08/2024;7
AF275;06/05/2024;26/10/2024;136
AF276;31/03/2024;05/04/2024;257
AF276;09/04/2024;14/04/2024;257
AF276;19/04/2024;19/04/2024;5
AF276;23/04/2024;05/05/2024;257
AF276;10/08/2024;24/08/2024;6
AF276;07/05/2024;25/10/2024;257
AF279;08/04/2024;08/04/2024;1
AF279;17/04/2024;22/04/2024;13
AF291;03/04/2024;08/04/2024;13
AF291;07/04/2024;07/04/2024;7
AF291;13/04/2024;13/04/2024;6
AF291;24/04/2024;24/04/2024;3
AF291;26/04/2024;26/04/2024;5
AF291;31/03/2024;06/04/2024;1567
AF291;10/04/2024;12/04/2024;35
AF291;15/04/2024;22/04/2024;1356
AF291;27/04/2024;04/05/2024;1356
AF291;14/04/2024;05/05/2024;7
AF291;06/05/2024;26/10/2024;1356
AF291;12/05/2024;20/10/2024;7
AF292;02/04/2024;07/04/2024;27
AF292;06/04/2024;06/04/2024;6
AF292;31/03/2024;05/04/2024;457
AF292;12/04/2024;12/04/2024;5
AF292;23/04/2024;23/04/2024;2
AF292;25/04/2024;25/04/2024;4
AF292;13/04/2024;04/05/2024;6
AF292;09/04/2024;11/04/2024;24
AF292;14/04/2024;21/04/2024;2457
AF292;26/04/2024;05/05/2024;2457
AF292;07/05/2024;25/10/2024;2457
AF292;11/05/2024;19/10/2024;6
AF292;26/10/2024;26/10/2024;6
AF293;01/04/2024;26/10/2024;1234567
AF293;27/10/2024;27/10/2024;7
AF302;02/06/2024;02/06/2024;7
AF302;06/06/2024;06/06/2024;4
AF303;02/06/2024;02/06/2024;7
AF303;06/06/2024;06/06/2024;4
AF306;01/04/2024;29/06/2024;146
AF306;01/07/2024;26/10/2024;1346
AF307;01/04/2024;29/06/2024;146
AF307;26/10/2024;26/10/2024;6
AF307;01/07/2024;24/10/2024;1346
AF321;14/04/2024;14/04/2024;7
AF321;31/03/2024;12/04/2024;3457
AF321;17/04/2024;26/04/2024;3457
AF321;01/05/2024;01/05/2024;3
AF321;01/05/2024;30/04/2024;23457
AF321;02/05/2024;24/05/2024;23457
AF321;26/05/2024;31/05/2024;23457
AF321;02/06/2024;25/10/2024;1234567
AF322;17/04/2024;28/04/2024;3457
AF322;14/04/2024;14/04/2024;7
AF322;31/03/2024;12/04/2024;3457
AF322;30/04/2024;24/05/2024;23457
AF322;26/05/2024;02/06/2024;23457
AF322;03/06/2024;26/10/2024;1234567
AF327;31/03/2024;06/04/2024;12467
AF327;07/04/2024;25/05/2024;12467
AF327;12/06/2024;14/06/2024;35
AF327;19/06/2024;25/10/2024;35
AF327;26/10/2024;26/10/2024;6
AF327;26/05/2024;24/10/2024;12467
AF328;31/03/2024;06/04/2024;12467
AF328;07/04/2024;25/05/2024;12467
AF328;12/06/2024;14/06/2024;35
AF328;19/06/2024;25/10/2024;35
AF328;26/05/2024;26/10/2024;12467
AF333;07/04/2024;07/04/2024;7
AF333;31/03/2024;06/04/2024;124567
AF333;08/04/2024;30/04/2024;124567
AF333;03/04/2024;01/05/2024;3
AF333;02/05/2024;25/05/2024;1234567
AF333;26/05/2024;25/10/2024;1234567
AF333;26/10/2024;26/10/2024;6
AF334;07/04/2024;07/04/2024;7
AF334;31/03/2024;06/04/2024;124567
AF334;08/04/2024;30/04/2024;124567
AF334;03/04/2024;01/05/2024;3
AF334;02/05/2024;25/05/2024;1234567
AF334;26/05/2024;26/10/2024;1234567
AF335;03/06/2024;30/06/2024;1357
AF335;01/07/2024;31/08/2024;146
AF336;03/06/2024;30/06/2024;1357
AF336;01/07/2024;31/08/2024;146
AF337;21/05/2024;25/05/2024;246
AF337;24/05/2024;31/05/2024;5
AF337;02/04/2024;18/05/2024;246
AF337;03/06/2024;30/06/2024;12467
AF337;26/05/2024;02/06/2024;2467
AF337;05/06/2024;28/06/2024;35
AF337;01/07/2024;01/09/2024;1234567
AF337;02/09/2024;24/10/2024;12467
AF337;26/10/2024;26/10/2024;6
AF338;24/05/2024;31/05/2024;5
AF338;02/04/2024;18/05/2024;246
AF338;21/05/2024;25/05/2024;246
AF338;05/06/2024;28/06/2024;35
AF338;26/05/2024;02/06/2024;2467
AF338;03/07/2024;30/08/2024;35
AF338;03/06/2024;26/10/2024;12467
AF341;30/03/2024;30/03/2024;6
AF344;17/04/2024;17/04/2024;3
AF344;03/04/2024;03/04/2024;3
AF344;01/04/2024;02/04/2024;12
AF344;01/05/2024;04/05/2024;36
AF344;18/04/2024;30/04/2024;1234567
AF344;02/05/2024;03/05/2024;45
AF344;05/05/2024;25/05/2024;1234567
AF344;04/04/2024;16/04/2024;1234567
AF344;26/05/2024;02/06/2024;1234567
AF344;17/06/2024;01/09/2024;1234567
AF344;03/06/2024;16/06/2024;1234567
AF344;02/09/2024;26/10/2024;1234567
AF345;17/04/2024;17/04/2024;3
AF345;03/04/2024;03/04/2024;3
AF345;01/04/2024;02/04/2024;12
AF345;18/04/2024;24/05/2024;1234567
AF345;25/05/2024;25/05/2024;6
AF345;04/04/2024;16/04/2024;1234567
AF345;26/05/2024;02/06/2024;1234567
AF345;17/06/2024;01/09/2024;1234567
AF345;03/06/2024;16/06/2024;1234567
AF345;26/10/2024;26/10/2024;6
AF345;02/09/2024;25/10/2024;1234567
AF346;24/04/2024;26/04/2024;35
AF346;28/04/2024;28/04/2024;7
AF346;31/03/2024;07/04/2024;237
AF346;01/04/2024;11/04/2024;146
AF346;05/04/2024;05/04/2024;5
AF346;09/04/2024;12/04/2024;235
AF346;13/04/2024;29/04/2024;1246
AF346;17/04/2024;21/04/2024;37
AF346;14/04/2024;14/04/2024;7
AF346;19/04/2024;19/04/2024;5
AF346;10/05/2024;10/05/2024;5
AF346;02/05/2024;09/05/2024;146
AF346;22/05/2024;24/05/2024;35
AF346;12/05/2024;19/05/2024;237
AF346;13/05/2024;18/05/2024;156
AF346;11/05/2024;16/05/2024;46
AF346;20/05/2024;25/05/2024;146
AF346;21/05/2024;21/05/2024;2
AF346;03/05/2024;03/05/2024;5
AF346;30/04/2024;08/05/2024;237
AF346;25/06/2024;25/06/2024;2
AF346;26/05/2024;02/06/2024;2357
AF346;27/05/2024;01/06/2024;146
AF346;03/06/2024;16/06/2024;1234567
AF346;17/06/2024;23/06/2024;1234567
AF346;24/06/2024;30/06/2024;134567
AF346;01/07/2024;01/09/2024;1234567
AF346;02/09/2024;26/10/2024;1234567
AF347;31/03/2024;31/03/2024;7
AF347;14/04/2024;14/04/2024;7
AF347;19/04/2024;19/04/2024;5
AF347;09/04/2024;10/04/2024;23
AF347;05/04/2024;05/04/2024;5
AF347;12/04/2024;12/04/2024;5
AF347;28/04/2024;28/04/2024;7
AF347;02/04/2024;07/04/2024;237
AF347;21/04/2024;24/04/2024;37
AF347;26/04/2024;26/04/2024;5
AF347;08/04/2024;08/04/2024;1
AF347;10/05/2024;10/05/2024;5
AF347;11/04/2024;13/04/2024;456
AF347;20/04/2024;25/04/2024;123467
AF347;01/04/2024;06/04/2024;146
AF347;27/04/2024;29/04/2024;16
AF347;09/05/2024;09/05/2024;4
AF347;13/05/2024;18/05/2024;156
AF347;11/05/2024;16/05/2024;46
AF347;21/05/2024;21/05/2024;2
AF347;20/05/2024;25/05/2024;146
AF347;03/05/2024;03/05/2024;5
AF347;30/04/2024;08/05/2024;237
AF347;12/05/2024;19/05/2024;237
AF347;02/05/2024;06/05/2024;146
AF347;22/05/2024;24/05/2024;35
AF347;04/06/2024;04/06/2024;2
AF347;24/06/2024;30/06/2024;134567
AF347;25/06/2024;25/06/2024;2
AF347;26/05/2024;02/06/2024;2357
AF347;27/05/2024;03/06/2024;146
AF347;17/06/2024;23/06/2024;1234567
AF347;01/07/2024;01/09/2024;1234567
AF347;26/10/2024;26/10/2024;6
AF347;05/06/2024;16/06/2024;1234567
AF347;02/09/2024;25/10/2024;1234567
AF348;12/06/2024;19/06/2024;1357
AF348;21/06/2024;26/10/2024;1234567
AF349;21/06/2024;25/10/2024;1234567
AF349;12/06/2024;19/06/2024;1357
AF352;14/06/2024;25/10/2024;57
AF352;19/06/2024;23/10/2024;3
AF353;15/06/2024;26/10/2024;146
AF355;06/04/2024;06/04/2024;6
AF355;01/04/2024;01/04/2024;1
AF355;04/04/2024;04/04/2024;4
AF355;08/04/2024;18/05/2024;146
AF355;31/03/2024;24/05/2024;2357
AF355;20/05/2024;25/05/2024;16
AF355;23/05/2024;23/05/2024;4
AF355;26/05/2024;02/06/2024;2357
AF355;03/06/2024;16/06/2024;1234567
AF355;27/05/2024;01/06/2024;146
AF355;17/06/2024;01/09/2024;1234567
AF355;26/10/2024;26/10/2024;6
AF355;02/09/2024;25/10/2024;1234567
AF356;06/04/2024;06/04/2024;6
AF356;01/04/2024;01/04/2024;1
AF356;08/04/2024;18/05/2024;146
AF356;04/04/2024;04/04/2024;4
AF356;20/05/2024;25/05/2024;16
AF356;23/05/2024;23/05/2024;4
AF356;27/05/2024;01/06/2024;146
AF356;03/06/2024;16/06/2024;1234567
AF356;17/06/2024;01/09/2024;1234567
AF356;31/03/2024;31/03/2024;7
AF356;26/05/2024;31/05/2024;2357
AF356;02/09/2024;26/10/2024;1234567
AF356;02/04/2024;17/05/2024;2357
AF356;02/06/2024;02/06/2024;7
AF356;19/05/2024;24/05/2024;2357
AF361;02/07/2024;31/08/2024;246
AF361;01/07/2024;01/09/2024;1357
AF362;02/07/2024;31/08/2024;246
AF362;01/07/2024;01/09/2024;1357
AF367;30/03/2024;30/03/2024;6
AF371;12/09/2024;12/09/2024;4
AF371;14/09/2024;14/09/2024;6
AF374;04/04/2024;04/04/2024;4
AF374;11/04/2024;11/04/2024;4
AF374;18/04/2024;18/04/2024;4
AF374;31/03/2024;07/04/2024;1357
AF374;08/04/2024;08/04/2024;1
AF374;10/04/2024;10/04/2024;3
AF374;17/04/2024;22/04/2024;1357
AF374;12/04/2024;15/04/2024;157
AF374;26/04/2024;29/04/2024;157
AF374;24/04/2024;24/04/2024;3
AF374;25/04/2024;02/05/2024;4
AF374;09/05/2024;09/05/2024;4
AF374;06/05/2024;12/05/2024;1357
AF374;13/05/2024;24/05/2024;1357
AF374;03/05/2024;03/05/2024;5
AF374;01/05/2024;01/05/2024;3
AF374;05/05/2024;05/05/2024;7
AF374;16/05/2024;27/06/2024;4
AF374;26/05/2024;30/06/2024;1357
AF374;01/07/2024;01/09/2024;1234567
AF374;03/09/2024;12/09/2024;24
AF374;02/09/2024;26/10/2024;13567
AF375;04/04/2024;04/04/2024;4
AF375;11/04/2024;11/04/2024;4
AF375;18/04/2024;18/04/2024;4
AF375;31/03/2024;07/04/2024;1357
AF375;08/04/2024;08/04/2024;1
AF375;10/04/2024;10/04/2024;3
AF375;12/04/2024;15/04/2024;157
AF375;17/04/2024;22/04/2024;1357
AF375;26/04/2024;29/04/2024;157
AF375;24/04/2024;24/04/2024;3
AF375;25/04/2024;02/05/2024;4
AF375;09/05/2024;09/05/2024;4
AF375;06/05/2024;12/05/2024;1357
AF375;13/05/2024;24/05/2024;1357
AF375;03/05/2024;03/05/2024;5
AF375;01/05/2024;01/05/2024;3
AF375;05/05/2024;05/05/2024;7
AF375;16/05/2024;27/06/2024;4
AF375;26/05/2024;30/06/2024;1357
AF375;01/07/2024;01/09/2024;1234567
AF375;03/09/2024;12/09/2024;24
AF375;26/10/2024;26/10/2024;6
AF375;02/09/2024;25/10/2024;13567
AF377;30/03/2024;30/03/2024;6
AF377;31/03/2024;31/03/2024;7
AF377;13/04/2024;13/04/2024;6
AF377;08/04/2024;12/04/2024;12345
AF377;14/04/2024;20/04/2024;124567
AF377;21/04/2024;27/04/2024;134567
AF377;23/04/2024;23/04/2024;2
AF377;17/04/2024;17/04/2024;3
AF377;01/04/2024;07/04/2024;1234567
AF377;28/04/2024;24/05/2024;1234567
AF377;25/05/2024;25/05/2024;6
AF377;26/05/2024;30/06/2024;1234567
AF377;12/09/2024;12/09/2024;4
AF377;14/09/2024;14/09/2024;6
AF377;01/07/2024;25/10/2024;1234567
AF378;31/03/2024;31/03/2024;7
AF378;13/04/2024;13/04/2024;6
AF378;08/04/2024;14/04/2024;123457
AF378;15/04/2024;21/04/2024;124567
AF378;22/04/2024;28/04/2024;134567
AF378;23/04/2024;23/04/2024;2
AF378;17/04/2024;17/04/2024;3
AF378;01/04/2024;07/04/2024;1234567
AF378;29/04/2024;25/05/2024;1234567
AF378;26/05/2024;30/06/2024;1234567
AF378;14/09/2024;14/09/2024;6
AF378;01/07/2024;26/10/2024;1234567
AF386;04/04/2024;04/04/2024;4
AF386;01/04/2024;06/04/2024;16
AF386;09/05/2024;25/05/2024;146
AF386;08/04/2024;04/05/2024;146
AF386;06/05/2024;06/05/2024;1
AF386;27/05/2024;15/06/2024;146
AF386;17/06/2024;29/06/2024;12456
AF386;01/07/2024;01/09/2024;1234567
AF386;02/09/2024;26/10/2024;1234567
AF387;04/04/2024;04/04/2024;4
AF387;01/04/2024;06/04/2024;16
AF387;08/04/2024;04/05/2024;146
AF387;09/05/2024;25/05/2024;146
AF387;06/05/2024;06/05/2024;1
AF387;27/05/2024;15/06/2024;146
AF387;17/06/2024;29/06/2024;12456
AF387;01/07/2024;01/09/2024;1234567
AF387;02/09/2024;25/10/2024;1234567
AF401;31/03/2024;31/03/2024;7
AF401;07/04/2024;08/04/2024;17
AF401;01/04/2024;01/04/2024;1
AF401;02/04/2024;06/04/2024;2356
AF401;04/04/2024;04/04/2024;4
AF401;01/05/2024;31/05/2024;1234567
AF401;01/06/2024;07/09/2024;1234567
AF401;09/04/2024;30/04/2024;1234567
AF401;26/10/2024;26/10/2024;6
AF401;08/09/2024;25/10/2024;1234567
AF4012;14/09/2024;14/09/2024;6
AF4014;14/09/2024;14/09/2024;6
AF4015;11/09/2024;11/09/2024;3
AF4016;14/09/2024;14/09/2024;6
AF4017;12/09/2024;12/09/2024;4
AF4021;11/08/2024;25/08/2024;7
AF4021;01/04/2024;06/04/2024;136
AF4021;10/04/2024;15/04/2024;136
AF4021;20/04/2024;20/04/2024;6
AF4021;24/04/2024;26/10/2024;136
AF4023;31/03/2024;24/10/2024;247
AF406;31/03/2024;31/03/2024;7
AF406;06/04/2024;07/04/2024;67
AF406;01/04/2024;05/04/2024;1245
AF406;03/04/2024;03/04/2024;3
AF406;08/04/2024;31/05/2024;1234567
AF406;01/06/2024;06/09/2024;1234567
AF406;07/09/2024;26/10/2024;1234567
AF411;30/03/2024;30/03/2024;6
AF4148;27/05/2024;27/05/2024;1
AF4148;20/06/2024;21/06/2024;45
AF4149;14/05/2024;14/05/2024;2
AF4149;16/06/2024;17/06/2024;17
AF415;31/03/2024;31/03/2024;7
AF415;02/04/2024;25/10/2024;257
AF416;31/03/2024;31/03/2024;7
AF416;02/04/2024;25/10/2024;257
AF423;30/03/2024;30/03/2024;6
AF430;02/04/2024;02/04/2024;2
AF430;04/04/2024;04/04/2024;4
AF430;16/04/2024;18/04/2024;24
AF430;23/04/2024;30/04/2024;24
AF430;09/04/2024;11/04/2024;24
AF430;03/04/2024;06/04/2024;36
AF430;02/05/2024;02/05/2024;4
AF430;07/05/2024;28/05/2024;2
AF430;04/06/2024;11/06/2024;24
AF430;17/06/2024;26/10/2024;13567
AF430;06/05/2024;05/06/2024;1356
AF430;08/06/2024;15/06/2024;1356
AF430;18/06/2024;05/09/2024;24
AF430;08/04/2024;04/05/2024;136
AF430;01/04/2024;01/04/2024;1
AF431;30/03/2024;30/03/2024;6
AF431;02/04/2024;02/04/2024;2
AF431;04/04/2024;04/04/2024;4
AF431;09/04/2024;11/04/2024;24
AF431;16/04/2024;18/04/2024;24
AF431;03/04/2024;06/04/2024;36
AF431;23/04/2024;30/04/2024;24
AF431;02/05/2024;02/05/2024;4
AF431;07/05/2024;28/05/2024;2
AF431;04/06/2024;11/06/2024;24
AF431;17/06/2024;25/10/2024;13567
AF431;06/05/2024;05/06/2024;1356
AF431;08/06/2024;15/06/2024;1356
AF431;18/06/2024;05/09/2024;24
AF431;01/04/2024;01/04/2024;1
AF431;08/04/2024;04/05/2024;136
AF435;31/03/2024;31/05/2024;1234567
AF435;01/06/2024;25/10/2024;1234567
AF436;31/03/2024;31/05/2024;1234567
AF436;01/06/2024;26/10/2024;1234567
AF442;30/04/2024;30/04/2024;2
AF442;22/04/2024;28/04/2024;17
AF442;01/05/2024;31/05/2024;1234567
AF442;31/03/2024;21/04/2024;1234567
AF442;23/04/2024;29/04/2024;123456
AF442;01/06/2024;26/10/2024;1234567
AF443;22/04/2024;28/04/2024;17
AF443;30/04/2024;30/04/2024;2
AF443;31/03/2024;21/04/2024;1234567
AF443;29/04/2024;29/04/2024;1
AF443;01/05/2024;31/05/2024;1234567
AF443;01/06/2024;25/10/2024;1234567
AF4442;10/04/2024;10/04/2024;3
AF4442;16/04/2024;16/04/2024;2
AF4442;04/04/2024;04/04/2024;4
AF4442;01/04/2024;01/04/2024;1
AF4442;06/04/2024;06/04/2024;6
AF4442;23/04/2024;23/04/2024;2
AF4442;25/04/2024;25/04/2024;4
AF4442;05/04/2024;05/04/2024;5
AF4442;03/04/2024;03/04/2024;3
AF4442;11/04/2024;11/04/2024;4
AF4442;30/04/2024;30/04/2024;2
AF4442;08/04/2024;08/04/2024;1
AF4442;09/04/2024;09/04/2024;2
AF4442;17/04/2024;22/04/2024;1345
AF4442;24/04/2024;29/04/2024;135
AF4442;12/04/2024;15/04/2024;15
AF4442;02/04/2024;02/04/2024;2
AF4442;01/05/2024;28/06/2024;12345
AF4442;01/07/2024;30/08/2024;12345
AF4442;13/04/2024;26/10/2024;6
AF4442;02/09/2024;25/10/2024;12345
AF4443;12/04/2024;12/04/2024;5
AF4443;13/04/2024;13/04/2024;6
AF4443;02/04/2024;02/04/2024;2
AF4443;09/04/2024;09/04/2024;2
AF4443;14/04/2024;25/10/2024;123457
AF4443;10/04/2024;11/04/2024;34
AF4443;31/03/2024;01/04/2024;17
AF4443;03/04/2024;08/04/2024;13457
AF4445;14/04/2024;14/04/2024;7
AF4445;20/04/2024;20/04/2024;6
AF4445;27/04/2024;27/04/2024;6
AF4445;01/04/2024;08/04/2024;15
AF4445;04/05/2024;29/06/2024;6
AF4445;06/04/2024;13/04/2024;6
AF4445;17/04/2024;26/06/2024;3
AF4445;06/07/2024;20/07/2024;6
AF4445;03/07/2024;28/08/2024;3
AF4445;15/04/2024;23/09/2024;1
AF4445;16/04/2024;24/09/2024;2
AF4445;04/09/2024;25/09/2024;3
AF4445;21/04/2024;29/09/2024;7
AF4445;04/04/2024;24/10/2024;4
AF4445;19/04/2024;25/10/2024;5
AF4445;07/09/2024;26/10/2024;6
AF4445;30/09/2024;21/10/2024;1
AF4449;21/04/2024;21/04/2024;7
AF4449;08/04/2024;08/04/2024;1
AF4449;04/04/2024;04/04/2024;4
AF4449;05/04/2024;05/04/2024;5
AF4449;07/04/2024;07/04/2024;7
AF4449;25/04/2024;25/04/2024;4
AF4449;30/04/2024;30/04/2024;2
AF4449;01/04/2024;01/04/2024;1
AF4449;03/04/2024;03/04/2024;3
AF4449;02/04/2024;02/04/2024;2
AF4449;10/04/2024;10/04/2024;3
AF4449;11/04/2024;11/04/2024;4
AF4449;09/04/2024;12/04/2024;25
AF4449;16/04/2024;16/04/2024;2
AF4449;23/04/2024;23/04/2024;2
AF4449;19/04/2024;28/06/2024;5
AF4449;05/07/2024;30/08/2024;5
